"","acr_homology","high_condence_acr_GBA","ID","low_condence_acr_GBA","medium_condence_acr_GBA"
"58","no","no","GCF_001939885.2_ASM193988v2","AcrIIIB1;AcrIIA14;AcrIIA7;AcrIIA15;AcrVA5","no"
"59","no","AcrIF11;AcrIIIB1","GCF_001952875.1_ASM195287v1","no","AcrIIA7;AcrIIA15;AcrIIA14"
"60","AcrIIA7","no","GCF_001952915.1_ASM195291v1","no","no"
"61","no","no","GCF_001956965.1_ASM195696v1","AcrIIA14;AcrIIA7;AcrIIA15;AcrIF11","no"
"62","no","no","GCF_002055765.1_ASM205576v1","AcrIIA7;AcrIIA14;AcrIF11;AcrIIIB1;AcrIF12","no"
"63","no","no","GCF_002055855.1_ASM205585v1","no","AcrIF11;AcrIIIB1;AcrIIA14;AcrIIA7"
"64","AcrIIA7","no","GCF_002056475.1_ASM205647v1","no","no"
"65","AcrIIA7","no","GCF_002156745.1_ASM215674v1","no","no"
"66","no","no","GCF_002156785.1_ASM215678v1","no","AcrIIA14;AcrIIIB1;AcrIF11;AcrIIA7"
"67","no","no","GCF_002163895.1_ASM216389v1","no","AcrIIA7;AcrIIA15;AcrVA3;AcrIIA14;AcrIIIB1;AcrIIA1;AcrVA5;AcrIF14"
"68","no","no","GCF_002180255.1_ASM218025v1","AcrIIA15;AcrIIA7;AcrIIIB1;AcrIF11;AcrIF14;AcrIIA14","no"
"69","AcrIIA7","no","GCF_002180295.1_ASM218029v1","no","no"
"70","no","no","GCF_002180315.1_ASM218031v1","no","AcrIIA7;AcrIF11;AcrIIIB1;AcrIIA14"
"71","AcrIIA7","no","GCF_002192315.1_ASM219231v1","no","AcrIC1;AcrIIA14;AcrIIIB1;AcrIIA15;AcrIIA7;AcrIF11"
"72","no","no","GCF_002192375.1_ASM219237v1","AcrIIA7;AcrIIA15;AcrIIA14;AcrIE4;AcrIF11;AcrVA5;AcrIIA1","no"
"73","AcrIIA7","no","GCF_002202195.1_ASM220219v1","no","no"
"74","no","no","GCF_002202215.1_ASM220221v1","no","AcrIIA14;AcrIIA7;AcrIIA15;AcrIIA1;AcrVA5;AcrIF11"
"75","no","AcrIF11","GCF_002202235.1_ASM220223v1","no","AcrIIA7;AcrIIA14;AcrIIA15;AcrVA5;AcrIIA1;AcrIF11"
"76","AcrIIA7","no","GCF_002202275.1_ASM220227v1","no","no"
"77","no","no","GCF_002209405.1_ASM220940v1","AcrIIA7;AcrIIA13;AcrIIA14;AcrIIIB1;AcrIIA15;AcrIF11","no"
"78","no","no","GCF_002211905.1_ASM221190v1","AcrIIA14;AcrIIA7;AcrIF11;AcrIIA15;AcrIIIB1","no"
"79","AcrIIA7","no","GCF_002243445.1_ASM224344v1","no","no"
"80","AcrIIA7","no","GCF_002249975.2_ASM224997v3","no","no"
"81","no","AcrIF11","GCF_002591075.1_ASM259107v1","no","AcrIIA7;AcrIIA15;AcrIIA14;AcrVA5;AcrIIIB1;AcrIF12;AcrIF14"
"82","no","AcrIIIB1;AcrIF11","GCF_002752955.1_ASM275295v1","no","AcrIC1;AcrIIA14;AcrIIIB1;AcrIIA15;AcrIIA7;AcrIIC3;AcrIIC2;AcrIIA9"
"83","no","no","GCF_002761315.1_ASM276131v1","AcrIIA13;AcrVA5;AcrIIA14;AcrIF14;AcrIIA7;AcrIIA1","no"
"84","no","no","GCF_002786755.1_ASM278675v1","AcrIIA14;AcrIIA7;AcrIIA15;AcrIF11","no"
"85","no","no","GCF_002787755.1_ASM278775v1","AcrIIA7;AcrIIA15;AcrIIA14;AcrIF11","no"
"86","no","AcrIIIB1;AcrIF11","GCF_002811335.3_ASM281133v4","no","AcrIIA7;AcrIIA15;AcrIIA14;AcrIF12"
"87","AcrIIA7","no","GCF_002812365.1_ASM281236v1","no","no"
"88","AcrIIA7","no","GCF_002812385.1_ASM281238v1","no","no"
"89","no","no","GCF_002813595.1_ASM281359v1","AcrIIA7;AcrIIA14;AcrIIA15;AcrIIA1;AcrIF14;AcrVA5","no"
"90","no","AcrIIIB1;AcrIF11","GCF_002848605.1_ASM284860v1","no","AcrIIA14;AcrIIA15;AcrIIA1;AcrIIA7"
"91","no","no","GCF_002850275.3_ASM285027v3","AcrIIA14;AcrIIIB1;AcrIIA15;AcrIIA7;AcrIIA13","no"
"92","no","no","GCF_002853115.2_ASM285311v2","AcrIIA7;AcrIIA15;AcrIIA14;AcrIIA1;AcrIF14;AcrVA5","no"
"93","AcrIIA7","no","GCF_002903025.1_ASM290302v1","no","no"
"94","AcrIIA7","no","GCF_002918585.2_ASM291858v2","no","no"
"95","no","no","GCF_002948565.1_ASM294856v1","no","AcrIF11;AcrIIIB1;AcrIIA14;AcrIIA7"
"96","no","no","GCF_002951635.1_ASM295163v1","no","AcrIIA7;AcrIIA13;AcrIIA15;AcrIF11;AcrIIIB1"
"97","no","no","GCF_002966875.1_ASM296687v1","no","AcrIIA7;AcrIIA1;AcrIIA15;AcrIF11;AcrIIIB1;AcrIF9;AcrIE4"
"98","no","no","GCF_002970895.1_ASM297089v1","AcrIIA1;AcrIIA7;AcrIIA14","no"
"99","no","no","GCF_003006175.1_ASM300617v1","AcrIIA14;AcrIIA7;AcrIIA15;AcrVA5;AcrIIA1;AcrIF11","no"
"100","AcrIIA7","no","GCF_003010735.1_ASM301073v1","no","no"
"101","AcrIIA7","no","GCF_003030045.1_ASM303004v1","no","no"
"102","no","no","GCF_003030145.1_ASM303014v1","AcrIF11;AcrIIIB1;AcrIIA14;AcrIIA13;AcrIIA7;AcrIIA15","no"
"103","no","no","GCF_003031325.1_ASM303132v1","no","AcrIIA7;AcrIF11;AcrIIA15;AcrIIIB1;AcrIIA14;AcrIF14"
"104","no","AcrIF11;AcrIIIB1","GCF_003031345.1_ASM303134v1","no","AcrIIA14;AcrIIA15;AcrIIA7;AcrIIC3;AcrIIC2;AcrIIA9"
"105","no","no","GCF_003054385.1_ASM305438v1","no","AcrIIA13;AcrIIA14;AcrIIIB1;AcrIF11;AcrIIA7;AcrIIA15;AcrIE4"
"106","no","no","GCF_003069525.1_ASM306952v1","no","AcrIIA7;AcrIIA14;AcrIIIB1;AcrIF11"
"107","AcrIIA7","no","GCF_003073675.1_ASM307367v1","no","no"
"108","no","no","GCF_003074015.1_ASM307401v1","AcrIIA14;AcrIIIB1;AcrIF11;AcrIIA7","no"
"109","no","no","GCF_003181055.1_ASM318105v1","AcrIIA7;AcrIIA14;AcrIIA15;AcrIIIB1","no"
"110","no","no","GCF_003194285.1_ASM319428v1","no","AcrIIA7;AcrIIA15;AcrIIA14"
"111","no","no","GCF_003267985.1_ASM326798v1","no","AcrIIA14;AcrIIA7;AcrIF11;AcrIIIB1"
"112","no","no","GCF_003286995.1_ASM328699v1","AcrIIA1;AcrIIA7;AcrIIA14;AcrIIA15;AcrIF14;AcrVA5","no"
"113","AcrIIA7","no","GCF_003408615.1_ASM340861v1","no","no"
"114","no","no","GCF_003428845.1_ASM342884v1","no","AcrIIA7;AcrIF11;AcrIIIB1;AcrIIA14"
"115","no","no","GCF_003432285.1_ASM343228v1","AcrIIA7;AcrIIA15;AcrIIIB1;AcrIIA14;AcrIC1","no"
"116","AcrIIA7","no","GCF_003571645.1_ASM357164v1","no","no"
"117","no","no","GCF_003571745.1_ASM357174v1","AcrIIA15;AcrIIA7;AcrIIA14;AcrIF11;AcrVA5;AcrIIA1","no"
"118","no","no","GCF_003574235.1_ASM357423v1","no","AcrIIA7;AcrIIA14;AcrIIIB1;AcrIF11"
"119","no","no","GCF_003574255.1_ASM357425v1","no","AcrIIA7;AcrIIA14;AcrIF11;AcrIIIB1"
"120","no","no","GCF_003574275.1_ASM357427v1","no","AcrIIA7;AcrIF11;AcrIIIB1;AcrIIA14"
"121","no","no","GCF_003590665.1_ASM359066v1","AcrIIA14;AcrIIA7;AcrIF11;AcrIIIB1;AcrVA5","no"
"122","no","no","GCF_003660205.1_ASM366020v1","no","AcrIIA7;AcrIIA15;AcrIIA1;AcrIF11;AcrIF5;AcrIIC3;AcrIIIB1;AcrIIA14"
"123","no","no","GCF_003855315.1_ASM385531v1","AcrIIA14;AcrIIA7;AcrIF11;AcrIIIB1;AcrVA3","no"
"124","no","no","GCF_003855335.1_ASM385533v1","AcrIIA14;AcrIIA7;AcrIF11;AcrIIIB1;AcrVA3;AcrIF14","no"
"125","no","no","GCF_003855515.1_ASM385551v1","no","AcrIIA7;AcrIIA15;AcrIIA14;AcrIIIB1;AcrIIA1;AcrIF11;AcrIE7;AcrIF14;AcrVA5"
"126","no","no","GCF_003855535.1_ASM385553v1","AcrIIA7;AcrIF11;AcrIIIB1;AcrIIA14","no"
"127","no","no","GCF_003855555.1_ASM385555v1","AcrIIA7;AcrIF11;AcrIIIB1;AcrIIA14","no"
"128","no","no","GCF_003856595.1_ASM385659v1","AcrIIA7;AcrIIA15;AcrIIA14;AcrIIIB1","no"
"129","AcrIIA7","no","GCF_003860645.1_ASM386064v2","AcrIIA7;AcrIIA14;AcrIE7;AcrIIA13;AcrIIA15","no"
"130","no","no","GCF_003937135.2_ASM393713v2","no","AcrIIA7;AcrIIA14;AcrIF11;AcrIIIB1"
"131","no","no","GCF_003953905.1_ASM395390v1","AcrIIA7;AcrIIA14;AcrIF14","no"
"132","no","no","GCF_004118955.1_ASM411895v1","AcrIIA7;AcrIIA14;AcrIF14;AcrVA5","no"
"133","no","no","GCF_004135795.1_ASM413579v1","no","AcrIIA7;AcrIIA14;AcrIIIB1;AcrIF11"
"134","no","no","GCF_004209795.1_ASM420979v1","no","AcrIIA7;AcrIIA15;AcrIIA14;AcrIIA1;AcrIIIB1;AcrIF11;AcrIE4;AcrIF14"
"135","no","no","GCF_004295385.1_ASM429538v1","no","AcrIIA14;AcrIIA13;AcrIIA7;AcrIF11;AcrIIA15;AcrIIIB1;AcrIF14"
"136","no","no","GCF_004295405.1_ASM429540v1","no","AcrIIA15;AcrIIA7;AcrIIIB1;AcrIIA1;AcrIIA14;AcrIF11;AcrIF14"
"137","no","no","GCF_004295605.1_ASM429560v1","AcrVA5;AcrIIA7;AcrIIIB1;AcrIIA14;AcrIF11","no"
"138","no","no","GCF_004319525.1_ASM431952v1","no","AcrIIA7;AcrVA3;AcrIIA14;AcrIF11;AcrIIA15;AcrIIIB1;AcrIIA13"
"139","AcrIIA7","AcrIF11;AcrIIIB1","GCF_004322955.1_ASM432295v1","no","AcrIC1;AcrIIA14;AcrIIIB1;AcrIIA15;AcrIIA7;AcrIF11"
"140","no","no","GCF_004322995.1_ASM432299v1","AcrIIA14;AcrIIA7;AcrIIA1;AcrIIIB1;AcrIF11;AcrIIA15","no"
"141","no","no","GCF_004924315.1_ASM492431v1","AcrIIA7;AcrIIA14;AcrIIA1;AcrIIIB1;AcrIF11;AcrIF14;AcrVA5","no"
"142","no","no","GCF_005885775.1_ASM588577v1","AcrIF11;AcrIIIB1;AcrIIA14;AcrIIA7;AcrIIA9;AcrIIC3;AcrIIC2;AcrIF14;AcrIF12","no"
"143","no","no","GCF_005944305.1_ASM594430v1","no","AcrIIA15;AcrIIA14;AcrIIA7;AcrIF14;AcrIIC3;AcrIIC2;AcrIIA9;AcrVA5;AcrIIA1;AcrVA3"
"144","no","no","GCF_006965405.1_ASM696540v3","AcrIIA14;AcrIIIB1;AcrIIA7;AcrIIA15;AcrIF11;AcrIIA1;AcrIF12","no"
"145","no","no","GCF_007421865.2_ASM742186v2","AcrIIA1;AcrIF9;AcrVA5;AcrIIA7;AcrIIA15;AcrIIA14;AcrIF11;AcrIIIB1","no"
"146","no","no","GCF_007421875.2_ASM742187v2","AcrIIA1;AcrIF9;AcrVA5;AcrIIA7;AcrIIA15;AcrIIA14;AcrIF11;AcrIIIB1","no"
"147","no","no","GCF_007421885.2_ASM742188v2","AcrIIA1;AcrIF9;AcrVA5;AcrIIA7;AcrIIA15;AcrIIA14;AcrIF11;AcrIIIB1","no"
"148","no","no","GCF_007833575.1_ASM783357v1","no","AcrIIA14;AcrIIIB1;AcrIF11;AcrIIA7;AcrIIA15"
"149","no","no","GCF_008693405.1_ASM869340v1","no","AcrIIA7;AcrIIA15;AcrIIA14;AcrIF14;AcrIF12;AcrVA5;AcrIIIB1"
"150","no","no","GCF_008931345.1_ASM893134v1","no","AcrIIIB1;AcrIIA7;AcrIF14;AcrIIA15;AcrIF12"
"151","no","no","GCF_009387775.1_ASM938777v1","AcrIIA14;AcrIIIB1;AcrIIA7;AcrIIA15;AcrIF14;AcrVA5;AcrIF11","no"
"152","no","no","GCF_009387815.1_ASM938781v1","AcrIIA7;AcrVA1;AcrIIA15;AcrIIIB1;AcrVA5;AcrIIA1","no"
"153","no","no","GCF_009387915.1_ASM938791v1","no","AcrIIA7;AcrIIIB1;AcrIF9;AcrVA5;AcrIIA1;AcrIIA15"
"154","no","no","GCF_009497695.1_ASM949769v1","AcrIIA7;AcrIIA14;AcrIIA1;AcrIF14;AcrVA5","no"
"155","no","no","GCF_009497735.1_ASM949773v1","AcrIIA7;AcrIIA15;AcrIIA14","no"
"156","no","no","GCF_009497755.1_ASM949775v1","AcrIIA7;AcrIIA15;AcrIIA14;AcrIIIB1;AcrIIA1;AcrVA5;AcrIF14","no"
"157","no","no","GCF_009601745.1_ASM960174v1","AcrIIA15;AcrIF9;AcrIIA7;AcrIF11;AcrIIIB1;AcrIIA14;AcrIF14","no"
"158","no","no","GCF_009661415.2_ASM966141v2","no","AcrIIA7;AcrIIIB1;AcrIF11;AcrIIA15;AcrIIA14"
"159","no","AcrIF11","GCF_009661665.2_ASM966166v2","no","AcrIIA7;AcrIIA15;AcrIIA14;AcrIIIB1;AcrVA5"
"160","no","no","GCF_009731405.1_ASM973140v1","AcrIIA7;AcrIIA15;AcrIIA14","no"
"161","no","no","GCF_009734105.1_ASM973410v1","no","AcrIIA7;AcrIF11;AcrIIA15;AcrIIIB1;AcrIIA14"
"162","AcrIIA7","no","GCF_009738595.2_ASM973859v2","no","no"
"163","no","no","GCF_009740025.1_ASM974002v1","no","AcrIIA14;AcrVA2;AcrIF14;AcrIIIB1;AcrIIA15;AcrIIA7;AcrIIC1;AcrIIA1"
"164","no","AcrIF11;AcrIIIB1","GCF_009740085.1_ASM974008v1","no","AcrIIA14;AcrIIA1;AcrIF11;AcrIIIB1;AcrIIA7;AcrIIC1"
"165","no","no","GCF_009740225.1_ASM974022v1","no","AcrIIA15;AcrIIA14;AcrIIA7;AcrIE2;AcrVA5;AcrIF11;AcrIIIB1"
"166","no","no","GCF_009791475.1_ASM979147v1","no","AcrIIA7;AcrIIA15;AcrIF11;AcrIIIB1;AcrIIA14"
"167","no","no","GCF_009791495.1_ASM979149v1","no","AcrIIA7;AcrIF11;AcrIIA15;AcrIIIB1;AcrIIA14"
"168","AcrIIA7","no","GCF_009867115.1_ASM986711v1","no","no"
"169","no","no","GCF_009884415.1_ASM988441v1","no","AcrIIA7;AcrIF11;AcrIIIB1;AcrIIA14;AcrIF14"
"170","no","no","GCF_009909305.1_ASM990930v1","AcrIIA1;AcrIIA14;AcrIIA7;AcrVA5;AcrIF14","no"
"171","no","no","GCF_009909325.1_ASM990932v1","AcrIIA1;AcrIIA14;AcrIIA7;AcrVA5;AcrIF14","no"
"172","no","no","GCF_009931095.1_ASM993109v1","AcrIIA7;AcrIIA15;AcrIIA14;AcrIIIB1","no"
"173","AcrIIA7","no","GCF_011106605.1_ASM1110660v1","no","no"
"174","AcrIIA7","no","GCF_011106775.1_ASM1110677v1","no","no"
"175","AcrIIA7","no","GCF_011106795.1_ASM1110679v1","no","no"
"176","AcrIIA7","no","GCF_011129215.1_ASM1112921v1","no","no"
"177","no","no","GCF_011742055.2_ASM1174205v2","no","AcrIIA14;AcrIIIB1;AcrIF11;AcrIIA7"
"178","AcrIIA7","no","GCF_011742285.2_ASM1174228v2","no","no"
"179","no","no","GCF_011742415.2_ASM1174241v2","no","AcrIF11;AcrIIIB1;AcrIIA14;AcrIIA7;AcrIF14"
"180","AcrIIA7","no","GCF_011742505.2_ASM1174250v2","AcrVA1;AcrIIA1;AcrIIA7;AcrIIA15;AcrIF11;AcrIIA14;AcrIIA13;AcrIIIB1","no"
"181","no","no","GCF_011742585.2_ASM1174258v2","no","AcrIIA7;AcrIF11;AcrIIIB1;AcrIIA14"
"182","AcrIIA7","no","GCF_011752495.1_ASM1175249v1","no","no"
"183","no","AcrIIIB1;AcrIF11","GCF_011764365.2_ASM1176436v2","no","AcrIIA7;AcrIIA15;AcrIIA14;AcrVA3"
"184","no","no","GCF_011769725.1_ASM1176972v1","AcrIIA7;AcrIIA15;AcrIIA14;AcrIF11;AcrIIA1;AcrVA5","no"
"185","no","no","GCF_011769825.1_ASM1176982v1","no","AcrIIA13;AcrIIA14;AcrIIIB1;AcrIF11;AcrIIA7;AcrVA3"
"186","no","no","GCF_012029695.2_ASM1202969v2","no","AcrIIA7;AcrIIA15;AcrIIA13;AcrIF11;AcrIIIB1;AcrIIA14"
"187","no","no","GCF_012029935.2_ASM1202993v2","no","AcrIIA14;AcrIIA9;AcrIIA7;AcrIIA1;AcrVA5;AcrIIA15;AcrIIIB1;AcrIF11"
"188","AcrIIA7","no","GCF_012029945.2_ASM1202994v2","no","no"
"189","AcrIIA7","no","GCF_012030545.2_ASM1203054v2","no","no"
"190","no","no","GCF_012167385.1_ASM1216738v1","AcrIIA7;AcrIIA15;AcrIIA9;AcrIIIB1;AcrIIA14;AcrVA5","no"
"191","AcrIIA7","no","GCF_013305305.1_ASM1330530v1","no","no"
"192","AcrIIA7","no","GCF_013374975.1_ASM1337497v1","no","no"
"193","AcrIIA7","no","GCF_013376555.1_ASM1337655v1","no","no"
"194","AcrIIA7","no","GCF_013611495.1_ASM1361149v1","no","AcrIIC3;AcrIIA7;AcrIF11;AcrIIA14;AcrIIIB1;AcrIIA1;AcrVA5;AcrIIA15"
"195","no","AcrIIIB1;AcrIF11","GCF_013694405.1_ASM1369440v1","no","AcrIIA7;AcrIIA15;AcrIIA14"
"196","no","no","GCF_013694425.1_ASM1369442v1","no","AcrIIA7;AcrIIA15;AcrIIA14;AcrIIA1;AcrVA5"
"197","AcrIIA7","no","GCF_013731735.1_ASM1373173v1","no","AcrIIA1;AcrIIC3;AcrIIA7;AcrIF11;AcrIIA14;AcrIIIB1;AcrIIA15"
"198","AcrIIA7","no","GCF_013734035.1_ASM1373403v1","no","no"
"199","AcrIIA7","no","GCF_013736155.1_ASM1373615v1","no","no"
"200","no","no","GCF_013745295.1_ASM1374529v1","no","AcrIIA7;AcrIIA15;AcrIIIB1"
"201","AcrIIA7","no","GCF_013791265.1_ASM1379126v1","no","AcrIIA7;AcrIIA15;AcrIIA13;AcrIIA14;AcrIIA1;AcrIIIB1;AcrIC1;AcrIF11"
"202","no","no","GCF_013796245.1_ASM1379624v1","AcrIIA14;AcrIIA7;AcrIIIB1;AcrIF11;AcrIF12","no"
"203","no","no","GCF_013796485.1_ASM1379648v1","AcrIIA14;AcrIIA7;AcrIIIB1;AcrIF11;AcrIF12","no"
"204","no","no","GCF_013834745.1_ASM1383474v1","AcrIIA7;AcrIIA15;AcrIIIB1;AcrIIA14;AcrIC1","no"
"205","no","no","GCF_014123345.1_ASM1412334v1","no","AcrIIA14;AcrIIA7;AcrIF11;AcrIIIB1"
"206","AcrIIA7","no","GCF_014189335.1_ASM1418933v1","no","AcrIIA14;AcrIF9;AcrIIA7;AcrIIA15;AcrIF11;AcrIIIB1;AcrVA5"
"207","no","AcrIF11;AcrIIIB1","GCF_014490685.2_ASM1449068v2","no","AcrIIA15;AcrIIA14;AcrIIA7;AcrIIA1;AcrVA5;AcrVA3"
"208","no","no","GCF_014495765.1_ASM1449576v1","AcrIIA7;AcrIIA15;AcrIIA14;AcrIF11","no"
"209","no","no","GCF_014495785.1_ASM1449578v1","AcrIIA7;AcrIIA15;AcrIIA14;AcrIF11","no"
"210","no","no","GCF_014524525.1_ASM1452452v1","no","AcrIIA7;AcrIF11;AcrIIIB1;AcrIIA14"
"211","no","no","GCF_015074925.1_ASM1507492v1","no","AcrIIA7;AcrIIA15;AcrIIA14;AcrIIIB1;AcrIIA1;AcrIF11;AcrIF14;AcrVA5"
"212","no","no","GCF_015139975.1_ASM1513997v1","no","AcrIIA7;AcrIIA15;AcrIIA14;AcrIIIB1;AcrIF12;AcrIF11"
"213","no","no","GCF_015219805.1_ASM1521980v1","AcrIIA7;AcrIF11;AcrIIIB1;AcrIIA14;AcrIE7","no"
"214","no","no","GCF_015283885.1_ASM1528388v1","no","AcrIF9;AcrIIA7;AcrIIA14;AcrIIA13;AcrIIA15;AcrIIIB1;AcrIF11;AcrIIC1"
"215","no","no","GCF_015284665.1_ASM1528466v1","no","AcrIIA14;AcrVA3;AcrIIA7;AcrIIA15;AcrIIA1;AcrIF14;AcrVA5"
"216","no","no","GCF_015285145.1_ASM1528514v1","AcrIIA7;AcrIIIB1;AcrIIA14;AcrVA5","no"
"217","no","no","GCF_015286225.1_ASM1528622v1","no","AcrIIA15;AcrIF9;AcrIIA7;AcrIIA13;AcrIIIB1;AcrIF11;AcrIIC1"
