"","acr_homology","high_condence_acr_GBA","ID","low_condence_acr_GBA","medium_condence_acr_GBA"
"19","no","no","GCF_000210855.2_ASM21085v2","AcrIIA1;AcrIIA3","no"
"20","no","no","GCF_000213635.1_ASM21363v1","AcrIIA1;AcrIIA3","no"
"21","no","no","GCF_000235545.1_ASM23554v1","AcrIIA7;AcrIIA1;AcrVA5;AcrIIA15;AcrIIA3","no"
"22","no","no","GCF_000238455.2_ASM23845v3","no","AcrIIA3"
"23","no","no","GCF_000245535.1_ASM24553v1","AcrVA1;AcrIIA1;AcrIF9;AcrIIA14;AcrIIA7","no"
"24","no","no","GCF_000252875.1_ASM25287v1","AcrIIA1;AcrIIA7;AcrIIA3","no"
"25","no","no","GCF_000258365.1_ASM25836v1","AcrIIA1;AcrIIA3;AcrIIA9;AcrIIA7;AcrVA3;AcrIIA14","no"
"26","no","no","GCF_000271885.2_ASM27188v2","AcrIIA7;AcrIIA1;AcrIIA13;AcrIIA3","no"
"27","no","no","GCF_000271905.2_ASM27190v2","AcrIIA1;AcrIIA7;AcrIIA3","no"
"28","no","no","GCF_000272715.4_ASM27271v4","AcrIIA7;AcrIIA3","no"
"29","no","no","GCF_000272735.4_ASM27273v4","AcrIIA7;AcrIIA3;AcrIIA1","no"
"30","no","no","GCF_000272755.4_ASM27275v4","AcrIIA7;AcrIIA3;AcrIIA1","no"
"31","AcrIIA7","no","GCF_000272775.4_ASM27277v4","AcrIIA7;AcrIIA1;AcrIIA3","no"
"32","no","no","GCF_000272815.2_ASM27281v2","AcrIIA3;AcrIIA7","no"
"33","no","no","GCF_000272835.4_ASM27283v4","AcrIIA7;AcrIIA3","no"
"34","AcrIIA7","no","GCF_000272895.2_ASM27289v3","AcrIIA7;AcrIIA3","no"
"35","no","no","GCF_000280315.2_ASM28031v2","AcrIIA1;AcrIIA3;AcrVA5;AcrIIA7;AcrVA3","no"
"36","no","no","GCF_000283735.1_ASM28373v1","AcrIIA7;AcrIIIB1;AcrVA5;AcrIIA1;AcrIIA3","no"
"37","no","no","GCF_000329365.2_ASM32936v2","AcrIIA3;AcrIIA1;AcrIIA7;AcrVA5","no"
"38","no","no","GCF_000330485.2_ASM33048v2","AcrIIA1;AcrVA5;AcrIIA15;AcrIIA3","no"
"39","no","no","GCF_000335875.2_ASM33587v2","AcrIIA1;AcrIIA7;AcrVA5;AcrIIA3","no"
"40","no","no","GCF_000335995.2_ASM33599v2","AcrIIA7;AcrIIA3;AcrIIA1;AcrIIA15;AcrVA5","no"
"41","no","no","GCF_000380325.1_ASM38032v1","AcrIIA7;AcrIIA1;AcrIIA3","no"
"42","no","no","GCF_000385905.1_ASM38590v1","AcrVA1;AcrIIA1;AcrIF9;AcrIIA14","no"
"43","no","no","GCF_000430085.2_ASM43008v2","AcrIIA9;AcrIIA7;AcrVA3;AcrIIA14;AcrIIA1;AcrIIA3","no"
"44","no","no","GCF_000430105.1_ASM43010v1","AcrIIA1;AcrIIA3;AcrIIA9;AcrIIA7;AcrVA3","no"
"45","no","no","GCF_000430125.1_ASM43012v1","AcrIIA1;AcrIIA3;AcrIIA15;AcrIIA7;AcrIIA13;AcrIF9","no"
"46","no","no","GCF_000430145.2_ASM43014v3","AcrIIA1;AcrIIA3","no"
"47","no","no","GCF_000430165.1_ASM43016v1","AcrIIA3;AcrIIA1","no"
"48","no","no","GCF_000439415.1_ASM43941v1","AcrIIA7;AcrIIA1;AcrIIA14;AcrIIA3","no"
"49","AcrIIA7","no","GCF_000442415.1_ASM44241v1","AcrIIA13;AcrIIA7;AcrIIA3","no"
"50","no","no","GCF_000462995.1_ASM46299v1","AcrIIA1;AcrVA5;AcrIIA15;AcrIIA3","no"
"51","no","no","GCF_000473275.1_ASM47327v1","AcrIIA7;AcrIIA1;AcrIIA3;AcrIIA13","no"
"52","no","no","GCF_000483715.2_ASM48371v2","AcrIIA1;AcrIIA9;AcrIIA3","no"
"53","no","no","GCF_000484195.3_ASM48419v3","AcrIIA3","no"
"54","no","no","GCF_000486045.2_ASM48604v2","AcrVA3;AcrIIA7;AcrIIA9;AcrIIA3;AcrIIA1","no"
"55","no","no","GCF_000486165.2_ASM48616v2","AcrIIA1;AcrIIA3","no"
"56","no","no","GCF_000486345.2_ASM48634v2","AcrIIA1;AcrIIA3","no"
"57","no","no","GCF_000486365.2_ASM48636v2","AcrIIA13;AcrIIA3;AcrIIA1","no"
"58","no","no","GCF_000486405.2_ASM48640v2","AcrIIA1;AcrIIA3;AcrIIA15;AcrIIA7;AcrIIA13","no"
"59","no","no","GCF_000486445.2_ASM48644v2","AcrIIA1;AcrIF11;AcrIIA14","no"
"60","no","no","GCF_000486725.2_ASM48672v2","AcrIF5;AcrIIA14;AcrIIA1","no"
"61","no","no","GCF_000486815.2_ASM48681v2","AcrIIA1;AcrIIA3","no"
"62","no","no","GCF_000486855.2_ASM48685v2","AcrIIA7;AcrIIA1","no"
"63","no","no","GCF_000486915.2_ASM48691v2","no","AcrIIA15;AcrIF9;AcrVA1"
"64","no","no","GCF_000487015.2_ASM48701v2","no","AcrIF9;AcrIIA7;AcrIIA13;AcrIIA3"
"65","no","no","GCF_000487035.2_ASM48703v2","no","AcrIF9;AcrIIA1;AcrIIA7;AcrIIA13;AcrIIA3;AcrIIC2"
"66","no","no","GCF_000487155.2_ASM48715v2","AcrIIA7;AcrIIA15;AcrIIA1;AcrIIA3","no"
"67","no","no","GCF_000487295.3_ASM48729v3","AcrIIA1;AcrIIA7;AcrIIA15;AcrIIA3","no"
"68","no","no","GCF_000487515.2_ASM48751v2","AcrIIA13;AcrIIA7;AcrIIA3;AcrIIA1","no"
"69","no","no","GCF_000487575.2_ASM48757v2","AcrIF9;AcrIIA7;AcrIIA1;AcrIIA13","no"
"70","no","no","GCF_000487775.1_ASM48777v2","AcrIIA9;AcrIIA7;AcrIIA3","no"
"71","no","no","GCF_000487915.2_ASM48791v2","AcrIIA1;AcrIIA3;AcrIIA7","no"
"72","no","no","GCF_000487935.2_ASM48793v2","AcrIIA7;AcrIIA14;AcrIIIB1;AcrIIA15;AcrIIA13;AcrIIA3;AcrIF12","no"
"73","no","no","GCF_000493295.2_ASM49329v2","AcrIIA1;AcrIIA7;AcrIIA15;AcrVA1;AcrIF14","no"
"74","no","no","GCF_000493535.2_DT2","AcrIIA1;AcrIIA7;AcrIIA3","no"
"75","no","no","GCF_000493675.1_DT104","AcrIIA7;AcrIIA1;AcrIIA3","no"
"76","no","no","GCF_000494385.3_ASM49438v3","AcrIIA3","no"
"77","no","no","GCF_000503845.1_ASM50384v1","AcrIIA3","no"
"78","no","no","GCF_000505365.2_ASM50536v2","AcrVA1;AcrIF9;AcrIIA1","no"
"79","no","no","GCF_000505705.1_ASM50570v1","AcrIIA14;AcrIIA1;AcrIIA3;AcrIIA9;AcrIIA7;AcrVA3","no"
"80","no","no","GCF_000612325.1_ASM61232v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"81","no","no","GCF_000623055.1_ASM62305v2","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"82","no","no","GCF_000623095.1_ASM62309v2","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"83","no","no","GCF_000623115.2_ASM62311v2","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"84","no","no","GCF_000623135.1_ASM62313v2","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"85","no","no","GCF_000623195.2_ASM62319v2","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"86","no","no","GCF_000623275.1_ASM62327v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"87","no","no","GCF_000623295.1_ASM62329v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"88","no","no","GCF_000623315.1_ASM62331v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"89","no","no","GCF_000623335.1_ASM62333v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"90","no","no","GCF_000623355.1_ASM62335v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"91","no","no","GCF_000623375.1_ASM62337v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"92","no","no","GCF_000623395.2_ASM62339v2","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"93","no","no","GCF_000623455.2_ASM62345v2","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"94","no","no","GCF_000623475.1_ASM62347v2","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"95","no","no","GCF_000623615.2_ASM62361v2","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"96","no","no","GCF_000623655.2_ASM62365v2","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"97","no","no","GCF_000623675.2_ASM62367v2","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"98","no","no","GCF_000623715.2_ASM62371v2","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"99","no","no","GCF_000623735.2_ASM62373v2","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"100","no","no","GCF_000624175.1_ASM62417v2","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"101","no","no","GCF_000624395.2_ASM62439v2","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"102","no","no","GCF_000625855.1_ASM62585v2","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"103","no","no","GCF_000626095.2_ASM62609v2","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"104","no","no","GCF_000626175.1_ASM62617v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"105","no","no","GCF_000626195.1_ASM62619v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"106","no","no","GCF_000626215.1_ASM62621v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"107","no","no","GCF_000626235.1_ASM62623v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"108","no","no","GCF_000626255.1_ASM62625v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"109","no","no","GCF_000626275.2_ASM62627v2","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"110","no","no","GCF_000626295.1_ASM62629v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"111","no","no","GCF_000626315.1_ASM62631v1","AcrIF10;AcrVA5;AcrIIA14;AcrIIA7;AcrIIA15;AcrIIA1;AcrIIA3","no"
"112","no","no","GCF_000626335.1_ASM62633v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"113","no","no","GCF_000626355.1_ASM62635v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"114","no","no","GCF_000626375.1_ASM62637v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"115","no","no","GCF_000626695.2_ASM62669v2","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"116","no","no","GCF_000636135.1_ASM63613v1","AcrIIA7;AcrIIA1;AcrIIA3","no"
"117","no","no","GCF_000698515.2_ASM69851v2","AcrIIA7;AcrIIA1;AcrIIA3","no"
"118","no","no","GCF_000698715.2_ASM69871v2","AcrIIA7;AcrIIA1;AcrIIA3","no"
"119","no","no","GCF_000715155.1_ASM71515v2","AcrIIA1;AcrIIA7;AcrIIA3","no"
"120","no","no","GCF_000732045.2_ASM73204v2","AcrIIA1;AcrIIA3","no"
"121","no","no","GCF_000742815.1_ASM74281v1","AcrIIA15;AcrIIA7;AcrIIA1;AcrIIA3","no"
"122","no","no","GCF_000743055.1_ASM74305v1","AcrIIA1;AcrIIA3","no"
"123","no","no","GCF_000748245.2_ASM74824v2","AcrIIA7;AcrIIA1;AcrIIA3","no"
"124","no","no","GCF_000748565.2_ASM74856v2","AcrIIA7;AcrVA1;AcrIIA1;AcrIIA3","no"
"125","no","no","GCF_000750215.1_ASM75021v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"126","no","no","GCF_000750255.1_ASM75025v1","AcrVA5;AcrIIA7;AcrIIA3;AcrIIA1","no"
"127","no","no","GCF_000750295.1_ASM75029v1","AcrVA5;AcrIIA7;AcrIIA14;AcrIIA1;AcrIIA3","no"
"128","no","no","GCF_000750335.1_ASM75033v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"129","no","no","GCF_000750375.1_ASM75037v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"130","no","no","GCF_000750395.2_ASM75039v2","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"131","no","no","GCF_000750415.2_ASM75041v2","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"132","no","no","GCF_000750435.1_ASM75043v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"133","no","no","GCF_000750455.1_ASM75045v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"134","no","no","GCF_000750475.1_ASM75047v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"135","no","no","GCF_000750495.1_ASM75049v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"136","no","no","GCF_000754375.1_ASM75437v1","AcrIIA15;AcrIIA1;AcrIIA3;AcrVA5;AcrIIA7","no"
"137","no","no","GCF_000783815.2_ASM78381v2","AcrIIA7;AcrVA5;AcrIIA3;AcrIIA1;AcrIF12","no"
"138","no","no","GCF_000818075.1_ASM81807v1","AcrIIA1","no"
"139","no","no","GCF_000818115.1_ASM81811v1","AcrIIA1","no"
"140","no","no","GCF_000828595.1_ASM82859v1","AcrIIA3;AcrIIA7;AcrIF9;AcrIIA1","no"
"141","no","no","GCF_000940895.2_ASM94089v2","AcrIF9;AcrIIA7;AcrIIA13;AcrIIA1","no"
"142","no","no","GCF_000940935.2_ASM94093v2","AcrIIA1;AcrIIA7;AcrIIA13;AcrIIA3","no"
"143","no","no","GCF_000940975.1_ASM94097v1","AcrIIA3;AcrVA3","no"
"144","no","no","GCF_000941015.2_ASM94101v2","AcrIIA1;AcrIIA3","no"
"145","no","no","GCF_000953495.1_SINFA","AcrIIA3","no"
"146","no","no","GCF_000963535.2_ASM96353v2","AcrIIA13;AcrIF9;AcrIIA7;AcrIIA1","no"
"147","no","no","GCF_000973645.1_ASM97364v1","AcrIIA1;AcrIIA3","no"
"148","no","no","GCF_000973665.2_ASM97366v2","AcrIIA1;AcrIIA3","no"
"149","no","no","GCF_000988525.3_ASM98852v3","AcrIF9;AcrIIA1;AcrVA3;AcrIIA7;AcrIIA13","no"
"150","no","no","GCF_001006525.1_ASM100652v1","no","AcrIIA15;AcrIIA7;AcrIIA1;AcrIIA3"
"151","no","no","GCF_001048035.2_ERL103914","AcrIIA1;AcrIF9;AcrIIA14;AcrVA1","no"
"152","no","no","GCF_001048375.2_M223","AcrVA1;AcrIIA15;AcrIIA14;AcrIF9;AcrIIA1","no"
"153","no","no","GCF_001079465.2_STyphi_1553_1","AcrIIA1;AcrIF9;AcrIIA14;AcrVA1","no"
"154","no","no","GCF_001088345.2_052042_2","AcrVA1;AcrIIA14;AcrIF9;AcrIIA1","no"
"155","no","no","GCF_001095585.2_ERL114000","AcrVA1;AcrIIA14;AcrIF9;AcrIIA1","no"
"156","no","no","GCF_001104885.2_10349_1_89_2","AcrVA1;AcrIIA14;AcrIIA13;AcrIF9;AcrIIA1","no"
"157","no","no","GCF_001106745.2_UI_2120","AcrIIA1;AcrIF9;AcrIIA14;AcrVA1","no"
"158","no","no","GCF_001118185.2_H12ESR00394-001A","AcrVA1;AcrIIA14;AcrIF9;AcrIIA1","no"
"159","no","no","GCF_001119245.2_76_1292","AcrIIA15;AcrVA1;AcrIIA7;AcrIIA14;AcrIF9;AcrIIA1","no"
"160","no","no","GCF_001121865.2_404Ty","AcrVA1;AcrIIA14;AcrIIA1","no"
"161","no","no","GCF_001127485.2_ERL041834","AcrVA1;AcrIIA14;AcrIF9;AcrIIA1","no"
"162","no","no","GCF_001148125.2_ERL024120","AcrIF9;AcrIIA14;AcrIIA15;AcrVA1;AcrIIA1","no"
"163","no","no","GCF_001148305.2_ERL082356","AcrIF9;AcrIIA14;AcrVA1;AcrIIA1","no"
"164","no","no","GCF_001157245.2_ERL12148","AcrVA1;AcrIIA14;AcrIIA7;AcrIF9;AcrIIA1","no"
"165","no","no","GCF_001163025.2_H12ESR04734-001A","AcrVA1;AcrIIA14;AcrIF9;AcrIIA1","no"
"166","no","no","GCF_001165785.2_ERL024919","AcrVA1;AcrIIA14;AcrIF9;AcrIIA1","no"
"167","no","no","GCF_001185215.1_ASM118521v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"168","no","no","GCF_001185245.1_ASM118524v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"169","no","no","GCF_001188125.2_ASM118812v2","AcrVA3;AcrIIA7;AcrIIA9;AcrIIA3;AcrIIA1","no"
"170","no","no","GCF_001240865.2_Ty3_193","AcrVA1;AcrIIA14;AcrIF9;AcrIIA1;AcrIIA7","no"
"171","no","no","GCF_001278275.1_ASM127827v1","AcrIIA3;AcrIIA1;AcrIIA7","no"
"172","no","no","GCF_001278295.1_ASM127829v1","AcrIIA14;AcrIIA7;AcrIIA1;AcrIIA3","no"
"173","no","no","GCF_001278315.1_ASM127831v1","AcrIIA3;AcrIIA7","no"
"174","no","no","GCF_001293505.1_ASM129350v1","no","AcrIIIB1;AcrIIA1;AcrIIA3"
"175","no","no","GCF_001302605.1_ASM130260v1","AcrVA1;AcrIIA1;AcrIF9;AcrIIA14;AcrIIA15","no"
"176","no","no","GCF_001302625.1_ASM130262v1","AcrVA1;AcrIIA15;AcrIIA14;AcrIF9;AcrIIA1","no"
"177","no","no","GCF_001305235.1_ASM130523v1","AcrIIA14;AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"178","no","no","GCF_001305815.1_ASM130581v1","AcrIIA7;AcrIIA1;AcrIIA3;AcrIIA13","no"
"179","no","no","GCF_001305835.1_ASM130583v1","AcrIIA1;AcrIIA3;AcrIIA13","no"
"180","no","no","GCF_001356455.2_1016889","AcrVA1;AcrIIA14;AcrIF9;AcrIIA1","no"
"181","no","no","GCF_001357935.2_80_2002","AcrVA1;AcrIIA1;AcrIF9;AcrIIA14","no"
"182","no","no","GCF_001359015.2_129_0238","AcrVA1;AcrIIA1;AcrIF9;AcrIIA14","no"
"183","no","no","GCF_001360555.2_2010_7898","AcrVA1;AcrIIA14;AcrIF9;AcrIIA1","no"
"184","no","no","GCF_001361075.2_Ty585","AcrIIA1;AcrIF9;AcrIIA14;AcrVA1","no"
"185","no","no","GCF_001362095.2_034151_4","AcrIF9;AcrIIA14;AcrVA1;AcrIIA13;AcrIIA1","no"
"186","no","no","GCF_001362135.2_11909_3","AcrIF9;AcrIIA14;AcrIIA1","no"
"187","no","no","GCF_001362175.2_ERL12960","AcrVA1;AcrIIA14;AcrIF9;AcrIIA1","no"
"188","no","no","GCF_001362195.2_H12ESR00755-001A","AcrVA1;AcrIIA14;AcrIF9;AcrIIA1","no"
"189","no","no","GCF_001362335.2_Ty2","AcrIF9;AcrIIA14;AcrVA1;AcrIIA1","no"
"190","no","no","GCF_001364695.2_Ty3_243","AcrVA1;AcrIIA1;AcrIF9;AcrIIA14","no"
"191","no","no","GCF_001409135.1_10259","AcrIIA13;AcrIIA1;AcrIIA7;AcrVA3;AcrIIC1","no"
"192","no","no","GCF_001409155.1_98_11262","AcrIIA7;AcrIIA1","no"
"193","no","no","GCF_001409175.1_99_3134","AcrVA5;AcrIIA9;AcrIIA7;AcrIIA1;AcrIF11","no"
"194","no","no","GCF_001409195.1_C2346","AcrIIA13;AcrIIA1;AcrVA3","no"
"195","no","no","GCF_001441205.1_ASM144120v1","AcrIIA9;AcrIIA7;AcrVA3;AcrIIA1;AcrIIA3","no"
"196","no","no","GCF_001441225.1_ASM144122v1","AcrIIA9;AcrIIA7;AcrVA3;AcrIIA1;AcrIIA3","no"
"197","no","no","GCF_001441245.1_ASM144124v1","AcrIIA9;AcrIIA7;AcrVA3;AcrIIA1;AcrIIA3","no"
"198","no","no","GCF_001447095.1_ASM144709v1","AcrIF9;AcrIIA7;AcrIIA1","no"
"199","no","no","GCF_001447115.1_ASM144711v1","AcrIF9;AcrIIA7;AcrIIA1","no"
"200","no","no","GCF_001448485.2_ASM144848v2","AcrIIA1;AcrIIA3;AcrIF11","no"
"201","no","no","GCF_001448705.2_ASM144870v2","AcrIIA7;AcrIIA1;AcrIIA3;AcrIIA13","no"
"202","no","no","GCF_001448785.2_ASM144878v2","no","AcrIIA15;AcrVA5;AcrIIA14;AcrIIA3;AcrIF14"
"203","no","no","GCF_001457675.1_NCTC10384","no","AcrIIA15;AcrIIA3;AcrIIA1"
"204","no","no","GCF_001484025.1_ASM148402v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"205","no","no","GCF_001535315.2_ASM153531v2","AcrIIA13;AcrIIA7;AcrIIA15;AcrIIA3;AcrIIA1","no"
"206","no","no","GCF_001540845.1_SO4698_09","no","AcrIIA3;AcrIIA1;AcrIIA13"
"207","no","no","GCF_001558355.2_ASM155835v2","AcrIIA3;AcrIIA1","no"
"208","no","no","GCF_001576255.1_ASM157625v1","AcrIIA7;AcrIIA1;AcrIIA3","no"
"209","no","no","GCF_001576275.1_ASM157627v1","AcrIIA7;AcrIIA1;AcrIIA3","no"
"210","no","no","GCF_001577505.1_ASM157750v1","AcrIIA7;AcrIIA1;AcrIIA3","no"
"211","no","no","GCF_001612515.1_ASM161251v1","AcrIIA1;AcrIIA7;AcrIIA9;AcrVA5","no"
"212","no","no","GCF_001617585.1_ASM161758v1","AcrIIA7;AcrIIA1;AcrIIA3","no"
"213","no","no","GCF_001620115.1_ASM162011v1","AcrIF9;AcrIIA7;AcrIIA1","no"
"214","no","no","GCF_001620135.2_ASM162013v2","AcrIIA7;AcrIF9;AcrIIA1;AcrIIA15","no"
"215","no","no","GCF_001620155.1_ASM162015v1","AcrIF9;AcrIIA7;AcrIIA1","no"
"216","no","no","GCF_001620205.2_ASM162020v2","AcrIF9;AcrIIA1;AcrVA3;AcrIIA7","no"
"217","no","no","GCF_001620225.1_ASM162022v1","AcrIF9;AcrIIA7;AcrIIA15;AcrIIA1","no"
"218","no","no","GCF_001623585.1_ASM162358v1","AcrIF9;AcrIIA7;AcrIIA1","no"
"219","no","no","GCF_001623625.1_ASM162362v1","AcrIF9;AcrIIA7;AcrIIA1","no"
"220","no","no","GCF_001623645.2_ASM162364v2","AcrIIA7;AcrIIA3;AcrIIA1","no"
"221","no","no","GCF_001623665.2_ASM162366v2","AcrIF14;AcrIF9;AcrIIA7;AcrIIA13;AcrIIA1","no"
"222","no","no","GCF_001623685.1_ASM162368v1","AcrIIA1;AcrIIA3","no"
"223","no","no","GCF_001623705.1_ASM162370v1","AcrIIA3;AcrIIA1","no"
"224","no","no","GCF_001623725.1_ASM162372v1","AcrIIA1;AcrIIA7;AcrIIA3","no"
"225","no","no","GCF_001623745.2_ASM162374v2","AcrIIA7;AcrIIA1;AcrIIA3","no"
"226","no","no","GCF_001623765.2_ASM162376v2","AcrIIA7;AcrIIA3;AcrIIA1","no"
"227","no","no","GCF_001623775.1_ASM162377v1","no","AcrIIA3;AcrIIA1"
"228","no","no","GCF_001623805.1_ASM162380v1","AcrIIA1;AcrIIA7;AcrIIA3","no"
"229","no","no","GCF_001623825.2_ASM162382v2","AcrIIA1;AcrIIA7;AcrIIA3","no"
"230","no","no","GCF_001623845.1_ASM162384v1","no","AcrIIA3;AcrIIA1"
"231","no","no","GCF_001628755.1_ASM162875v1","AcrIIA15;AcrIF9;AcrIIA14","no"
"232","no","no","GCF_001629755.1_ASM162975v1","AcrIIA15;AcrIF9;AcrIIA14;AcrIIA9;AcrIIC2","no"
"233","no","no","GCF_001629775.1_ASM162977v1","AcrIIA15;AcrIF9;AcrIIA14;AcrIIA9;AcrIIC2","no"
"234","no","no","GCF_001647045.1_ASM164704v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIIA3","no"
"235","no","no","GCF_001647755.1_ASM164775v1","AcrIF9;AcrIIA7;AcrIIA15;AcrIE7","no"
"236","no","no","GCF_001652385.2_ASM165238v2","AcrIIA1;AcrIIA3","no"
"237","no","no","GCF_001689935.1_ASM168993v1","AcrIIA9;AcrIIA7;AcrVA3;AcrIIA1;AcrIIA3","no"
"238","no","no","GCF_001690005.1_ASM169000v1","AcrIIA9;AcrIIA7;AcrVA3;AcrIIA1;AcrIIA3","no"
"239","no","no","GCF_001690035.1_ASM169003v1","AcrIIA9;AcrIIA7;AcrVA3;AcrIIA1;AcrIIA3","no"
"240","no","no","GCF_001690055.1_ASM169005v1","AcrIIA9;AcrIIA7;AcrVA3;AcrIIA1;AcrIIA3","no"
"241","no","no","GCF_001690075.1_ASM169007v1","AcrIIA9;AcrIIA7;AcrVA3;AcrIIA1;AcrIIA3","no"
"242","no","no","GCF_001690095.1_ASM169009v1","AcrIIA9;AcrIIA7;AcrVA3;AcrIIA1;AcrIIA3","no"
"243","no","no","GCF_001690115.1_ASM169011v1","AcrIIA9;AcrIIA7;AcrVA3;AcrIIA1;AcrIIA3","no"
"244","no","no","GCF_001690135.1_ASM169013v1","AcrIIA9;AcrIIA7;AcrVA3;AcrIIA1;AcrIIA3","no"
"245","no","no","GCF_001692495.1_ASM169249v1","AcrIIA9;AcrIIA7;AcrVA3;AcrIIA1;AcrIIA3","no"
