"","acr_homology","high_condence_acr_GBA","ID","low_condence_acr_GBA","medium_condence_acr_GBA"
"65","no","no","GCF_000952955.1_EcRV308Chr","AcrIIA15;AcrIIA7;AcrVA5;AcrIF14","no"
"66","no","no","GCF_000953515.1_EcHMS174Chr","AcrIIA15;AcrIIIB1;AcrIIA7;AcrVA5","no"
"67","no","no","GCF_000967155.2_HUSEC2011CHR1","AcrIIA1;AcrIF4;AcrIIA15;AcrIIA7;AcrVA5;AcrIIA13;AcrIIIB1","no"
"68","no","no","GCF_000968515.1_ASM96851v1","AcrIIA14;AcrIIA15;AcrIIA1;AcrIIA7;AcrVA5","no"
"69","no","no","GCF_000971615.1_ASM97161v1","AcrIIA1;AcrVA5;AcrIIA15;AcrIIA7;AcrIIA14","no"
"70","no","no","GCF_000974405.1_ASM97440v1","AcrVA5;AcrIF14;AcrIIA15;AcrIIA7","no"
"71","no","no","GCF_000974465.1_ASM97446v1","AcrVA5;AcrIF14;AcrIIA15;AcrIIA7","no"
"72","no","no","GCF_000974505.1_ASM97450v1","AcrVA5;AcrIIA15;AcrIIA7","no"
"73","no","no","GCF_000974535.1_ASM97453v1","AcrVA5;AcrIF14;AcrIIA15;AcrIIA7","no"
"74","no","no","GCF_000974575.1_ASM97457v1","AcrVA5;AcrIIA15;AcrIIA7","no"
"75","no","no","GCF_000974825.1_ASM97482v1","AcrVA5;AcrIIA15;AcrIIA7","no"
"76","no","no","GCF_000974865.1_ASM97486v1","AcrVA5;AcrIF14;AcrIIA15;AcrIIA7","no"
"77","no","no","GCF_000974885.1_ASM97488v1","AcrVA5;AcrIIA15;AcrIIA7","no"
"78","no","no","GCF_000981485.1_EcoliK12AG100","AcrIIA15;AcrIIA7;AcrVA5","no"
"79","no","no","GCF_000986765.1_ASM98676v1","AcrIIA13;AcrVA5;AcrIIA7;AcrIIA1;AcrIIA15;AcrIF4;AcrIIIB1;AcrIF14;AcrIIA14","no"
"80","no","no","GCF_000987875.1_ASM98787v1","AcrIIA14;AcrIIA13;AcrIF11;AcrIIIB1;AcrIIA7","no"
"81","no","no","GCF_000988355.1_ASM98835v1","AcrIIA15;AcrIIA7;AcrVA5","no"
"82","no","no","GCF_000988385.1_ASM98838v1","AcrIIA15;AcrIIA7;AcrIIA14;AcrVA5","no"
"83","no","no","GCF_000988425.1_ASM98842v1","AcrIIA15;AcrIIA7;AcrVA5","no"
"84","no","no","GCF_000988465.1_ASM98846v1","AcrIIA15;AcrIIA7;AcrIIA14;AcrVA5","no"
"85","no","no","GCF_001007915.1_ASM100791v1","AcrIIA1;AcrIIA7;AcrIIA15;AcrIIC4;AcrIIA14;AcrIIIB1;AcrVA5;AcrIF11;AcrIE4","no"
"86","no","no","GCF_001020945.2_ASM102094v2","AcrIIA15;AcrIIA7;AcrVA5","no"
"87","no","no","GCF_001021005.2_ASM102100v2","AcrIIA15;AcrIIA7;AcrVA5","no"
"88","no","no","GCF_001021595.1_ASM102159v1","AcrIIA3;AcrIIA7;AcrIIA1;AcrIIA14;AcrIIA15;AcrIIA4","no"
"89","no","no","GCF_001021615.1_APECO18","AcrIIA3;AcrIIA7;AcrIIA14;AcrIIA1;AcrIIA15;AcrIIA4","no"
"90","no","no","GCF_001021635.2_ASM102163v2","AcrIIA15;AcrVA5;AcrIIIB1;AcrIIA13;AcrIIA7;AcrIIA14","no"
"91","no","no","GCF_001029125.1_ASM102912v1","AcrIIA15;AcrIIA7;AcrIIA13;AcrIIA1;AcrVA5","no"
"92","no","no","GCF_001043215.1_ASM104321v1","AcrVA5;AcrIIA15;AcrIIA7","no"
"93","no","no","GCF_001051135.1_ASM105113v1","AcrIIC4;AcrIIA15;AcrIIA7;AcrVA5;AcrIIA14;AcrIIA1","no"
"94","no","no","GCF_001183645.1_ASM118364v1","AcrIIA7;AcrVA5","no"
"95","no","no","GCF_001183665.1_ASM118366v1","AcrIIA7;AcrVA5","no"
"96","no","no","GCF_001183685.1_ASM118368v1","AcrIIA7;AcrVA5","no"
"97","no","no","GCF_001276585.2_ASM127658v2","AcrIIA15;AcrIIA7","no"
"98","no","no","GCF_001280325.1_ASM128032v1","AcrVA5;AcrIIA13;AcrIIA1;AcrIIA14;AcrIIA7;AcrIIA3;AcrVA1;AcrIIA15","no"
"99","no","no","GCF_001280345.1_ASM128034v1","no","AcrIIA13;AcrVA5;AcrIIA1;AcrIIA7;AcrIIA3;AcrIIA15"
"100","no","no","GCF_001280385.1_ASM128038v1","no","AcrIIA15;AcrIIA13;AcrIIA1;AcrIIA14;AcrVA5;AcrIIIB1"
"101","no","no","GCF_001280405.1_ASM128040v1","AcrIIA1;AcrIIA14;AcrVA1;AcrIIA11;AcrIIA7;AcrIIA3;AcrIIA15;AcrIIA13;AcrVA5;AcrIF5","no"
"102","no","no","GCF_001308065.1_ASM130806v1","AcrVA5;AcrIIA7;AcrIIA15","no"
"103","no","no","GCF_001308125.1_ASM130812v1","AcrVA5;AcrIIA7;AcrIIA15","no"
"104","no","no","GCF_001308165.1_ASM130816v1","AcrVA5;AcrIIA7;AcrIIA15","no"
"105","no","no","GCF_001420955.1_ASM142095v1","AcrIIA7;AcrIIA3;AcrIIA13;AcrIIA15;AcrVA5;AcrIIIB1;AcrIF12","no"
"106","no","no","GCF_001442495.1_ASM144249v1","AcrIIA15;AcrIIA7;AcrVA5","no"
"107","no","no","GCF_001455385.1_ASM145538v1","AcrIIA7;AcrIIA14;AcrVA3;AcrIF14;AcrVA5","no"
"108","no","no","GCF_001485455.1_ASM148545v1","AcrIIA15;AcrIIA13;AcrIIIB1;AcrVA5","no"
"109","no","no","GCF_001515725.1_ASM151572v1","AcrIIA15;AcrIIA7;AcrIIA13;AcrIIA14;AcrVA5","no"
"110","no","no","GCF_001542675.2_ASM154267v2","AcrVA5;AcrIIA1;AcrIIA7;AcrIF7;AcrIIA13","no"
"111","no","no","GCF_001544635.1_ASM154463v1","AcrIIA7;AcrVA5;AcrIIA15","no"
"112","no","no","GCF_001559655.1_ASM155965v1","AcrIIA15;AcrIIA7;AcrVA5;AcrIF7","no"
"113","no","no","GCF_001559675.1_ASM155967v1","AcrIIA15;AcrIIA7;AcrVA5","no"
"114","no","no","GCF_001566335.1_ASM156633v1","AcrIIA15;AcrVA5;AcrIIA7","no"
"115","no","no","GCF_001610755.1_ASM161075v1","AcrVA5;AcrIF4;AcrIIA7;AcrIIA13","no"
"116","no","no","GCF_001644725.1_ASM164472v1","AcrIIA7;AcrIIA13;AcrVA5;AcrIIA15;AcrIIA1","no"
"117","no","no","GCF_001645235.2_ASM164523v2","AcrIIA1;AcrIIC4;AcrIIA15;AcrIIA14;AcrIIA7;AcrIIA13;AcrVA5","no"
"118","no","no","GCF_001660565.1_ASM166056v1","AcrIIA15;AcrIIA7;AcrIIA13;AcrIF14","no"
"119","no","no","GCF_001660585.1_ASM166058v1","AcrIIA14;AcrIIA7;AcrIIA15;AcrIIA13;AcrIIA3;AcrIE4","no"
"120","no","no","GCF_001663075.1_ASM166307v1","AcrIIA7;AcrIIA15;AcrIF14;AcrVA5","no"
"121","no","no","GCF_001677475.2_ASM167747v2","AcrIIA7;AcrIF4;AcrIIA1;AcrIIA14;AcrIIA3;AcrIIIB1;AcrIIA15;AcrVA5;AcrIF11","no"
"122","no","no","GCF_001677495.1_ASM167749v1","AcrIIA15;AcrIIA7;AcrIIA14;AcrIE4;AcrIIIB1","no"
"123","no","no","GCF_001677515.1_ASM167751v1","AcrIIA7;AcrIIA15;AcrIF11;AcrIIA3;AcrIIIB1;AcrIE4","no"
"124","no","no","GCF_001678965.1_ASM167896v1","AcrIIA15;AcrIIA7;AcrIIA14;AcrIE4;AcrIIIB1","no"
"125","no","no","GCF_001679985.1_ASM167998v1","AcrIIA15;AcrIIA9;AcrIIA7;AcrIIA1;AcrVA5;AcrIIIB1","no"
"126","no","no","GCF_001682305.2_ASM168230v2","AcrIF4;AcrVA5","no"
"127","no","no","GCF_001721125.1_ASM172112v1","AcrIIA13;AcrIIA7;AcrIIA15;AcrVA5;AcrIIA14;AcrIIA1","no"
"128","no","no","GCF_001721205.1_ASM172120v1","AcrIIA7;AcrVA5;AcrIIA15;AcrIIA14;AcrIIIB1","no"
"129","no","no","GCF_001721525.1_ASM172152v1","AcrIIA13;AcrIIA1;AcrIIA15;AcrVA5","no"
"130","no","no","GCF_001723505.1_ASM172350v1","AcrIIA7;AcrVA5;AcrIF14","no"
"131","no","no","GCF_001735705.1_ASM173570v1","AcrIIA13;AcrIIA7;AcrIIC2","no"
"132","no","no","GCF_001750845.1_ASM175084v1","AcrIIA13;AcrIIA14;AcrVA5;AcrIIA15;AcrVA1;AcrIIA7;AcrIIA1;AcrIF11","no"
"133","no","no","GCF_001860505.1_ASM186050v1","AcrIIA13;AcrIIA7;AcrIF4","no"
"134","no","no","GCF_001886535.1_ASM188653v1","AcrIIA1;AcrIF4;AcrVA5;AcrIIA14;AcrIIC2","no"
"135","no","no","GCF_001886555.1_ASM188655v1","AcrIIA1;AcrIF4;AcrIIA15;AcrVA5;AcrIIC2;AcrIIA14","no"
"136","no","no","GCF_001886575.1_ASM188657v1","AcrIIA1;AcrIF4;AcrIIA15;AcrVA5;AcrIIC2;AcrIIA14","no"
"137","no","no","GCF_001886755.1_ASM188675v1","AcrIIA1;AcrIF4;AcrIIA15;AcrVA5;AcrIIC2;AcrIIA14","no"
"138","no","no","GCF_001886895.1_ASM188689v1","AcrIIA15;AcrIIA13;AcrVA5;AcrIIIB1;AcrIIA1;AcrIF4;AcrIIC4","no"
"139","no","no","GCF_001886935.1_ASM188693v1","AcrIIA15;AcrVA5;AcrIIA13;AcrIIA7","no"
"140","no","no","GCF_001888075.1_ASM188807v1","AcrIIA13;AcrVA5;AcrIIA15;AcrIIA1;AcrIF11","no"
"141","no","no","GCF_001890365.1_ASM189036v1","AcrVA5;AcrIIA7;AcrIIA15;AcrVA2","no"
"142","no","no","GCF_001900295.1_ASM190029v1","AcrIIA15;AcrIIA13;AcrIIA7","no"
"143","no","no","GCF_001900315.1_ASM190031v1","AcrIIA15;AcrIIIB1","no"
"144","no","no","GCF_001900375.1_ASM190037v1","AcrIIA14;AcrIIA1;AcrIIA15;AcrIIA7","no"
"145","no","no","GCF_001900415.1_ASM190041v1","AcrIIA13;AcrIIA7;AcrIIA1;AcrIIA15","no"
"146","no","no","GCF_001900435.1_ASM190043v1","AcrIIA1;AcrIIA7;AcrIIA13;AcrIIA15","no"
"147","no","no","GCF_001900455.1_ASM190045v1","AcrIIA15;AcrIIA7","no"
"148","no","no","GCF_001900475.1_ASM190047v1","AcrIIA7;AcrIIA15","no"
"149","no","no","GCF_001900495.1_ASM190049v1","AcrIIC4;AcrIIA15;AcrIIA7","no"
"150","no","no","GCF_001900515.1_ASM190051v1","AcrIIA13;AcrIIA15;AcrIIA7;AcrIIA1;AcrIIA14","no"
"151","no","no","GCF_001900535.1_ASM190053v1","AcrIIA7;AcrIIA3;AcrIIA1;AcrIIA15;AcrIIA13;AcrVA5","no"
"152","no","no","GCF_001900555.1_ASM190055v1","AcrIIA15;AcrIIA7;AcrVA5;AcrIIA1","no"
"153","no","no","GCF_001900595.1_ASM190059v1","AcrIIA15;AcrIIA7;AcrVA5","no"
"154","no","no","GCF_001900635.1_ASM190063v1","AcrVA5;AcrIIA13;AcrIIA15;AcrIIA7","no"
"155","no","no","GCF_001900655.1_ASM190065v1","AcrVA5;AcrIIA7","no"
"156","no","no","GCF_001900675.1_ASM190067v1","AcrIIA7;AcrIIA15;AcrVA5","no"
"157","no","no","GCF_001900695.1_ASM190069v1","AcrVA5;AcrIIA7;AcrIIA15;AcrIIA1;AcrIIIB1","no"
"158","no","no","GCF_001900715.1_ASM190071v1","AcrVA5;AcrIIA7","no"
"159","no","no","GCF_001900735.1_ASM190073v1","AcrIIA15;AcrVA5;AcrIIIB1;AcrIIA13;AcrIIC4;AcrIIA14","no"
"160","no","no","GCF_001900775.1_ASM190077v1","AcrIIA1;AcrIIIB1;AcrIIA14;AcrIIA15;AcrIIA7","no"
"161","no","no","GCF_001900795.1_ASM190079v1","no","no"
"162","no","no","GCF_001900815.1_ASM190081v1","AcrIIA15;AcrIIA7;AcrIIA14","no"
"163","no","no","GCF_001900835.1_ASM190083v1","AcrVA5;AcrIIA13;AcrIIA14;AcrIF4;AcrIIA1","no"
"164","no","no","GCF_001900885.1_ASM190088v1","AcrIIA15;AcrIIA7","no"
"165","no","no","GCF_001900905.1_ASM190090v1","AcrIIA7","no"
"166","no","no","GCF_001900925.1_ASM190092v1","AcrIIA15;AcrIIA7","no"
"167","no","no","GCF_001900945.1_ASM190094v1","AcrIIA7;AcrIIA15;AcrIIA1","no"
"168","no","no","GCF_001900965.1_ASM190096v1","AcrIIA15;AcrIIA7","no"
"169","no","no","GCF_001901005.1_ASM190100v1","AcrIF4;AcrVA1;AcrIIA15;AcrIIA7;AcrVA5;AcrIIA14","no"
"170","no","no","GCF_001901025.1_ASM190102v1","AcrIIA15;AcrIIA7;AcrVA5;AcrIIIB1;AcrIIA14","no"
"171","no","no","GCF_001901045.1_ASM190104v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA7;AcrIIA14","no"
"172","no","no","GCF_001901065.1_ASM190106v1","AcrIIA7;AcrIF4;AcrIIA14;AcrIIA13;AcrIIA15","no"
"173","no","no","GCF_001901085.1_ASM190108v1","AcrVA5;AcrIIA15;AcrIIA7;AcrIE4;AcrIIA14","no"
"174","no","no","GCF_001901105.1_ASM190110v1","AcrIIA7;AcrIIA14;AcrIIA13;AcrIIA15","no"
"175","no","no","GCF_001901125.1_ASM190112v1","AcrIIA15;AcrIIA13","no"
"176","no","no","GCF_001901145.1_ASM190114v1","AcrIIA13;AcrIIA7;AcrIIA14;AcrIIA15","no"
"177","no","no","GCF_001901165.1_ASM190116v1","AcrIIA13;AcrIIA7;AcrIIA14;AcrIIA15","no"
"178","no","no","GCF_001901185.1_ASM190118v1","AcrIIA7;AcrIIA15;AcrVA5;AcrIIA14;AcrIIC2","no"
"179","no","no","GCF_001901215.1_ASM190121v1","AcrIIA7;AcrIIA14;AcrIIA15","no"
"180","no","no","GCF_001901315.1_ASM190131v1","AcrIIIB1;AcrIIA1;AcrIF4;AcrIIA15","no"
"181","no","no","GCF_001901365.1_ASM190136v1","AcrIIA15;AcrIIA7;AcrIF11;AcrVA5;AcrIIA13;AcrIIA1;AcrIIIB1","no"
"182","no","no","GCF_001901405.1_ASM190140v1","AcrIIA7;AcrIIA15;AcrIIA13","no"
"183","no","no","GCF_001901425.1_ASM190142v1","AcrIIA13;AcrIIA15;AcrIIA7;AcrIIA1;AcrIIA14","no"
"184","no","no","GCF_001901445.1_ASM190144v1","AcrIIA7;AcrIIA15;AcrIIA14;AcrIF4;AcrIIA1","no"
"185","no","no","GCF_001901465.1_ASM190146v1","AcrIIA14;AcrIIA1;AcrVA5;AcrIIA15;AcrIIA7","no"
"186","no","no","GCF_001932515.1_ASM193251v1","AcrIIA7;AcrIIA15;AcrVA5","no"
"187","no","no","GCF_001936315.1_ASM193631v1","AcrIIA13;AcrVA5;AcrVA2;AcrIIC4;AcrIIA14","no"
"188","no","no","GCF_001969285.3_ASM196928v4","AcrIIA15;AcrIIA7;AcrVA5;AcrIF11;AcrIIIB1;AcrIIA1;AcrIIA14","no"
"189","no","no","GCF_001971765.1_ASM197176v1","AcrIIA15;AcrIIA14","no"
"190","no","no","GCF_001999185.1_ASM199918v1","AcrIIA15;AcrIIA7;AcrVA5","no"
"191","no","no","GCF_002007705.1_ASM200770v1","AcrIIIB1;AcrIIA1;AcrIIA13;AcrVA5","no"
"192","no","no","GCF_002009315.1_ASM200931v1","AcrIIA13;AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA14;AcrIIA7;AcrIIC4","no"
"193","no","no","GCF_002011945.1_ASM201194v1","AcrIIA15;AcrIIA7;AcrIIA1;AcrVA5;AcrIIIB1;AcrIF12","no"
"194","no","no","GCF_002011985.1_ASM201198v1","AcrIIA13;AcrVA5;AcrIIIB1","no"
"195","no","no","GCF_002012005.1_ASM201200v1","AcrVA5;AcrIIA15;AcrIIA13;AcrIIIB1;AcrIIA7","no"
"196","no","no","GCF_002012045.1_ASM201204v1","AcrIIA7;AcrIIA15;AcrVA5","no"
"197","no","no","GCF_002012105.1_ASM201210v1","AcrIIA7;AcrIIA15;AcrIIA1;AcrVA5","no"
"198","no","no","GCF_002012125.1_ASM201212v1","AcrVA5;AcrIF4;AcrIIA15","no"
"199","no","no","GCF_002012185.1_ASM201218v1","AcrIIA7;AcrIIA13;AcrIF4;AcrVA3;AcrIIA14;AcrIF12","no"
"200","no","no","GCF_002012225.1_ASM201222v1","AcrIIA13;AcrVA5;AcrIIA15;AcrIIA1;AcrIIA7;AcrIIIB1;AcrIF12","no"
"201","no","no","GCF_002024865.1_ASM202486v1","AcrIIA15;AcrIIA3;AcrIIA7;AcrIIA14;AcrIIA1;AcrIF5;AcrVA5;AcrIIA13","no"
"202","no","no","GCF_002055605.1_ASM205560v1","AcrIIA15;AcrVA5;AcrIIA7;AcrIIA1","no"
"203","no","no","GCF_002055635.1_ASM205563v1","AcrIIA15;AcrIIA9;AcrIIA13","no"
"204","no","no","GCF_002056065.1_ASM205606v1","AcrVA2;AcrIF12","no"
"205","no","no","GCF_002057245.1_ASM205724v1","AcrIIA15;AcrVA5;AcrIIA1;AcrIIA7","no"
"206","no","no","GCF_002058765.1_ASM205876v1","AcrIIA13;AcrIF4;AcrVA5;AcrIIIB1","no"
"207","no","no","GCF_002077195.1_ASM207719v1","AcrVA1;AcrIIA14;AcrVA5;AcrIIA15","no"
"208","no","no","GCF_002090355.1_ASM209035v1","AcrIIIB1;AcrIF11;AcrIIA15","no"
"209","no","no","GCF_002105735.1_ASM210573v1","AcrIIA15;AcrIIA14;AcrIIA1;AcrVA1;AcrIIA13;AcrIF14","no"
"210","no","no","GCF_002116715.2_ASM211671v2","AcrIIA15;AcrIIA13;AcrVA5","no"
"211","no","no","GCF_002118095.1_ASM211809v1","AcrIIA15;AcrIF14;AcrVA5;AcrIIA7","no"
"212","no","no","GCF_002142675.1_ASM214267v1","AcrIIA15;AcrIIA13;AcrIF5;AcrVA5;AcrIIA7;AcrIIC2","no"
"213","no","no","GCF_002142695.1_ASM214269v1","AcrVA5;AcrIIA7;AcrIIA1;AcrIF4;AcrIIIB1;AcrIIA15","no"
"214","no","no","GCF_002156825.1_ASM215682v1","AcrIC1;AcrIIA15;AcrIIA1;AcrIIA7","no"
"215","no","no","GCF_002156845.1_ASM215684v1","AcrIC1;AcrIIA15;AcrIIA1;AcrIIA7","no"
"216","no","no","GCF_002163695.1_ASM216369v1","AcrIIA7;AcrIIA1;AcrIIA15","no"
"217","no","no","GCF_002163935.1_ASM216393v1","AcrVA5;AcrIIA15","no"
"218","no","no","GCF_002163955.1_ASM216395v1","AcrIIA15;AcrIF4","no"
"219","no","no","GCF_002164595.2_ASM216459v2","AcrIIA7;AcrIIA15;AcrIIA13;AcrVA5;AcrIIA1;AcrIF1","no"
"220","no","no","GCF_002164635.4_ASM216463v4","AcrIIA7;AcrIIA15;AcrIIA13;AcrIIA1;AcrIF1","no"
"221","no","no","GCF_002164645.3_ASM216464v3","AcrIIA15;AcrIIA13;AcrIIA7;AcrIIA1;AcrVA5;AcrIF1","no"
"222","no","no","GCF_002164865.2_ASM216486v2","AcrIIA15;AcrIIA7;AcrIIA1;AcrVA5;AcrIE4","no"
"223","no","no","GCF_002164975.2_ASM216497v2","AcrIIA15;AcrIIA7;AcrIE4;AcrVA5","no"
