"","acr_homology","high_condence_acr_GBA","ID","low_condence_acr_GBA","medium_condence_acr_GBA"
"34","no","no","GCF_003025365.1_ASM302536v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA7;AcrIIA14;AcrIIA13;AcrVA2;AcrIIA1;AcrIIA6","no"
"35","no","no","GCF_003352145.1_ASM335214v1","AcrIIIB1;AcrVA5;AcrIIA1;AcrVA2","no"
"36","no","no","GCF_003640605.1_ASM364060v1","AcrIIIB1;AcrIIA1;AcrIIA15;AcrVA5","no"
"37","no","no","GCF_003812645.1_ASM381264v1","AcrIIA14;AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA1;AcrIIA7;AcrIIA13","no"
"38","no","no","GCF_003814365.1_ASM381436v1","AcrIIIB1;AcrIIA1;AcrIIA15;AcrVA5","no"
"39","no","no","GCF_003814385.1_ASM381438v1","AcrIIIB1;AcrIIA1;AcrIIA15;AcrVA5","no"
"40","no","no","GCF_004028355.1_ASM402835v1","no","AcrIIA1;AcrIIA6;AcrIIA14;AcrIIA15"
"41","no","no","GCF_004123995.1_ASM412399v1","AcrIIIB1;AcrVA3;AcrIIA14;AcrIIA13;AcrVA2;AcrVA5;AcrIIA1;AcrIIA15","no"
"42","no","no","GCF_004124015.1_ASM412401v1","AcrIIIB1;AcrVA5;AcrIIA14;AcrIIA6;AcrIIA7;AcrVA2;AcrIIA1;AcrIIA13","no"
"43","no","no","GCF_004124135.1_ASM412413v1","AcrIIA1;AcrIIIB1;AcrVA5;AcrVA2;AcrIIA6;AcrIIA13;AcrIIA14;AcrIF13","no"
"44","no","no","GCF_004153945.1_ASM415394v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA1;AcrIIA14;AcrIIA10;AcrIIA13","no"
"45","no","no","GCF_004153985.1_ASM415398v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA1;AcrIIA14;AcrIIA10;AcrIIA13","no"
"46","no","no","GCF_004154005.1_ASM415400v1","AcrIIIB1;AcrVA5;AcrIIA14;AcrIIA1;AcrIIA15;AcrIIA10;AcrIIA13","no"
"47","no","no","GCF_004154025.1_ASM415402v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA1;AcrIIA14;AcrIIA10;AcrIIA13","no"
"48","no","no","GCF_004154045.1_ASM415404v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA14;AcrIIA1;AcrIIA10;AcrIIA13","no"
"49","AcrIIA21","no","GCF_004154065.1_ASM415406v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA1;AcrIIA14;AcrIIA10;AcrIIA13","no"
"50","no","no","GCF_004154085.1_ASM415408v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIF14;AcrIIA14;AcrIIA1;AcrIIA10;AcrIIA13","no"
"51","no","no","GCF_004154125.1_ASM415412v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA1;AcrIIA14;AcrIIA10;AcrIIA13","no"
"52","no","no","GCF_004154145.1_ASM415414v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA14;AcrIIA1;AcrIIA10;AcrIIA13","no"
"53","no","no","GCF_004154165.1_ASM415416v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA1;AcrIIA14;AcrIIA10;AcrIIA13","no"
"54","no","no","GCF_004154185.1_ASM415418v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA14;AcrIIA1;AcrIIA10;AcrIIA13","no"
"55","no","no","GCF_004154205.1_ASM415420v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA14;AcrIIA1;AcrIIA10;AcrIIA13","no"
"56","no","no","GCF_004154225.1_ASM415422v1","AcrIIIB1;AcrVA5;AcrIIA1;AcrIIA15;AcrIIA14;AcrIIA10;AcrIIA13","no"
"57","no","no","GCF_004154245.1_ASM415424v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA14;AcrIIA1;AcrIIA10;AcrIIA13","no"
"58","no","no","GCF_004154265.1_ASM415426v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA14;AcrIIA1;AcrIIA10;AcrIIA13","no"
"59","no","no","GCF_004154285.1_ASM415428v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA14;AcrIIA1;AcrIIA10;AcrIIA13","no"
"60","no","no","GCF_004154305.1_ASM415430v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA14;AcrIIA1;AcrIIA10;AcrIIA13","no"
"61","no","no","GCF_004154325.1_ASM415432v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA14;AcrIIA10;AcrIIA13","no"
"62","no","no","GCF_004154385.1_ASM415438v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA14;AcrIIA1;AcrIIA10;AcrIIA13","no"
"63","no","no","GCF_004154405.1_ASM415440v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA14;AcrIIA10;AcrIIA13","no"
"64","no","no","GCF_004193935.1_ASM419393v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA1;AcrIIA7;AcrIIA14;AcrIIA13;AcrIIA6","no"
"65","no","no","GCF_005160785.1_ASM516078v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA11;AcrIIA14;AcrIIA13","no"
"66","no","no","GCF_005161605.1_ASM516160v1","AcrIIA15;AcrIIIB1;AcrVA5;AcrVA2;AcrIIA1;AcrIIA7;AcrIIA13;AcrIIA14","no"
"67","no","no","GCF_005161825.1_ASM516182v1","AcrVA5;AcrIIIB1;AcrVA2;AcrIIA1;AcrIIA13;AcrIIA14","no"
"68","no","no","GCF_005162725.1_ASM516272v1","AcrVA5;AcrIIIB1;AcrIIA1","no"
"69","no","no","GCF_005163245.1_ASM516324v1","AcrVA5;AcrIIIB1;AcrIIA1","no"
"70","no","no","GCF_005163565.1_ASM516356v1","AcrIIA14;AcrIIA13;AcrVA5;AcrIIIB1;AcrIIA1","no"
"71","no","no","GCF_005163865.1_ASM516386v1","no","AcrIIIB1;AcrIIA14;AcrIIA1;AcrIIA13"
"72","no","no","GCF_005164305.1_ASM516430v1","AcrIIA14;AcrIIA13;AcrVA5;AcrIIIB1;AcrIIA1;AcrIIA15","no"
"73","no","no","GCF_005164585.1_ASM516458v1","AcrIIIB1;AcrVA5;AcrIIA1;AcrIIA14","no"
"74","no","no","GCF_005164885.1_ASM516488v1","AcrIIIB1;AcrVA2;AcrIIA14;AcrIIA13","no"
"75","no","no","GCF_005165045.1_ASM516504v1","AcrIIIB1;AcrVA5;AcrIIA1;AcrIIA14;AcrIIA13","no"
"76","no","no","GCF_005222545.1_ASM522254v1","AcrIIC2;AcrIIIB1;AcrVA5","no"
"77","no","no","GCF_006364235.1_ASM636423v1","no","AcrIIA1;AcrIIA6;AcrIIA14;AcrIIA15"
"78","no","no","GCF_006740645.1_ASM674064v2","AcrIIIB1;AcrVA5;AcrIIA1;AcrIIA14","no"
"79","no","no","GCF_008694005.1_ASM869400v1","AcrIIA7;AcrIIA1;AcrIIA15;AcrVA5;AcrIIIB1;AcrIIA14;AcrIIA13","no"
"80","no","no","GCF_009664495.1_ASM966449v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA9;AcrIIA1;AcrIIA13","no"
"81","no","no","GCF_009738475.1_ASM973847v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA9;AcrIIA1;AcrIIA13","no"
"82","no","no","GCF_009738495.1_ASM973849v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA9;AcrIIA1;AcrIIA13","no"
"83","no","no","GCF_009832845.1_ASM983284v1","no","AcrIIA14;AcrIIA1;AcrIIIB1;AcrVA5"
"84","no","no","GCF_011290565.1_ASM1129056v1","AcrIIA1;AcrIIA13;AcrIIA14;AcrIIIB1;AcrVA5","no"
"85","no","no","GCF_012572265.1_ASM1257226v1","AcrIIIB1;AcrVA5;AcrIIA1;AcrIIA14","no"
"86","no","no","GCF_013306985.1_ASM1330698v1","AcrIIA6;AcrIIIB1;AcrVA5;AcrIIA1;AcrIIA15","no"
"87","no","no","GCF_014191835.1_ASM1419183v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA14;AcrIIA1;AcrIIA10;AcrIIA13","no"
"88","no","AcrIIA6;AcrIIA7;AcrIIA1;AcrIIA15","GCF_014192005.1_ASM1419200v1","no","AcrVA2;AcrIIA1;AcrIIIB1;AcrVA5;AcrIIA13;AcrIIA14;AcrIIA15"
"89","no","no","GCF_014192175.1_ASM1419217v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA9;AcrIIA1;AcrIIA13","no"
"90","no","no","GCF_014495925.1_ASM1449592v1","AcrVA5;AcrIIIB1;AcrIIA1","no"
"91","no","no","GCF_014495945.1_ASM1449594v1","AcrIIA6;AcrIIIB1;AcrVA5;AcrIIA1;AcrIIA15","no"
"92","no","no","GCF_014495965.1_ASM1449596v1","AcrVA5;AcrIIA15;AcrIIA1;AcrIIIB1;AcrIIA6","no"
"93","no","no","GCF_014495985.1_ASM1449598v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA1","no"
"94","no","no","GCF_017132795.1_ASM1713279v1","AcrIIA1","no"
"95","no","no","GCF_017638465.1_ASM1763846v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIIA13","no"
"96","no","no","GCF_018140985.1_ASM1814098v1","AcrIIIB1;AcrVA5;AcrIIA14;AcrIIA13;AcrVA2;AcrIIA1;AcrIIA15","no"
"97","no","no","GCF_019342845.1_ASM1934284v1","AcrVA5;AcrIIA15;AcrIIA1;AcrIIIB1","no"
"98","no","no","GCF_019342865.1_ASM1934286v1","AcrVA5;AcrIIIB1","no"
"99","no","no","GCF_019342885.1_ASM1934288v1","AcrVA5;AcrIIA15;AcrIIA1;AcrIIIB1","no"
"100","no","no","GCF_019342905.1_ASM1934290v1","AcrIIA6;AcrIIIB1;AcrVA5;AcrIIA1;AcrIIA15","no"
"101","no","no","GCF_019342925.1_ASM1934292v1","AcrIIA1;AcrIIA15;AcrIIA6;AcrIIIB1;AcrVA5","no"
"102","no","no","GCF_019342945.1_ASM1934294v1","AcrVA5;AcrIIA15;AcrIIA1;AcrIIIB1","no"
"103","no","no","GCF_019342965.1_ASM1934296v1","AcrVA5;AcrIIIB1","no"
"104","no","no","GCF_019342985.1_ASM1934298v1","AcrVA5;AcrIIA15;AcrIIA1;AcrIIIB1;AcrIIA6","no"
"105","no","no","GCF_019343005.1_ASM1934300v1","AcrIIA6;AcrIIIB1;AcrVA5;AcrIIA1;AcrIIA15","no"
"106","no","no","GCF_019343025.1_ASM1934302v1","AcrVA5;AcrIIA15;AcrIIA1;AcrIIIB1","no"
"107","no","no","GCF_019343045.1_ASM1934304v1","AcrIIA6;AcrIIIB1;AcrVA5;AcrIIA1;AcrIIA15","no"
"108","no","no","GCF_019343065.1_ASM1934306v1","AcrIIA6;AcrIIIB1;AcrVA5;AcrIIA1;AcrIIA15","no"
"109","no","no","GCF_019343085.1_ASM1934308v1","AcrIIA6;AcrIIIB1;AcrVA5;AcrIIA1;AcrIIA15","no"
"110","no","no","GCF_019448315.1_ASM1944831v1","AcrVA5;AcrIIIB1;AcrIIA15;AcrIIA1","no"
"111","no","no","GCF_020826915.1_ASM2082691v1","AcrIIIB1;AcrIIA14;AcrIIA13;AcrVA2;AcrVA5;AcrIIA7;AcrIIA6;AcrIIA1","no"
"112","no","no","GCF_020826935.1_ASM2082693v1","AcrIIIB1;AcrVA5;AcrVA2;AcrIIA15;AcrIIA1;AcrIIA14;AcrIIA13","no"
"113","no","no","GCF_020826955.1_ASM2082695v1","AcrIIIB1;AcrVA5;AcrVA2;AcrIIA13;AcrIIA14","no"
"114","no","AcrIIA1","GCF_020826975.1_ASM2082697v1","no","AcrIIIB1;AcrVA5;AcrIIA1;AcrIIA15"
"115","no","no","GCF_020826995.1_ASM2082699v1","AcrVA5;AcrIIA1;AcrVA2;AcrIIA6;AcrIIA7;AcrIIIB1;AcrIIA13;AcrIIA14","no"
"116","no","no","GCF_020827015.1_ASM2082701v1","AcrIIIB1;AcrVA5;AcrIIA1;AcrIIA14;AcrIIA13","no"
"117","no","no","GCF_020827035.1_ASM2082703v1","AcrVA5;AcrIIA1;AcrIIA15;AcrIIA13;AcrIIA14","no"
"118","no","no","GCF_020827115.1_ASM2082711v1","AcrIIIB1;AcrVA5;AcrIIA1;AcrIIA14","no"
"119","no","no","GCF_020827135.1_ASM2082713v1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA1;AcrIIA14;AcrIIA13;AcrIIA7;AcrIIA6","no"
"120","no","no","GCF_900474745.1_41800_E02","AcrIIIB1;AcrVA5;AcrIIA6;AcrIIA7;AcrIIA1;AcrIIA15;AcrIIA13;AcrIIA14","no"
"121","no","no","GCF_900474765.1_41800_G01","AcrVA5;AcrIIIB1;AcrIIA1;AcrIIA6;AcrIIA7;AcrIIA13;AcrIIA14;AcrIIA15","no"
"122","no","no","GCF_900474775.1_41800_G02","AcrIIIB1;AcrVA5;AcrIIA1;AcrIIA14","no"
"123","no","no","GCF_900474815.1_41800_F01","AcrIIIB1;AcrVA5;AcrIIA13;AcrIIA14;AcrIIA7;AcrIIA15;AcrIIA1","no"
"124","no","no","GCF_900474855.1_41825_E01","AcrIIA1;AcrIIA15;AcrIIA6;AcrIIA7;AcrIF10","no"
"125","no","no","GCF_900474865.1_41906_D02","AcrIIA9;AcrIIA1;AcrVA5;AcrIIA13;AcrIIA15","no"
"126","no","no","GCF_900474885.1_41851_E01","AcrIIA14;AcrIIA13;AcrIIA1;AcrIIA15","no"
"127","no","no","GCF_900474915.1_41851_G01","AcrIIA1;AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA14;AcrIIA13","no"
"128","no","no","GCF_900474945.1_42017_E01","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA14;AcrIIA1;AcrIIA13","no"
"129","no","no","GCF_900474965.1_41825_D01","AcrVA5;AcrIIIB1;AcrIIA15","no"
"130","no","no","GCF_900475005.1_41906_F02","no","AcrIIIB1;AcrVA5;AcrIIA6;AcrIIA7;AcrIIA15"
"131","no","no","GCF_900475035.1_41965_F01","AcrIIA1","no"
"132","no","no","GCF_900475085.1_42206_C01","AcrIIA1;AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA14;AcrIIA13","no"
"133","no","no","GCF_900475115.1_42197_A01","AcrIIA6;AcrIIIB1;AcrVA5;AcrIIA1;AcrIIA15","no"
"134","no","no","GCF_900475135.1_41906_H02","AcrVA5;AcrIIA14;AcrIIA13;AcrIIA1;AcrIIA15","no"
"135","no","no","GCF_900475155.1_41975_A01","AcrIIIB1;AcrIIA14;AcrIIA13","no"
"136","no","no","GCF_900475335.1_42912_D01","no","AcrIIIB1;AcrVA5;AcrIIA6;AcrIIA1;AcrIIA15;AcrIIA10"
"137","no","no","GCF_900475425.1_43908_F01","no","AcrIIA1;AcrIIA14;AcrIIA13;AcrVA5"
"138","no","no","GCF_900475525.1_44738_D02","AcrIIIB1;AcrVA5;AcrIIA1;AcrIIA15;AcrIIA14","no"
"139","no","no","GCF_900475565.1_42912_A01","AcrIIIB1;AcrIIA15;AcrIIA14;AcrIIA13;AcrVA5;AcrIF13;AcrIIA1","no"
"140","no","no","GCF_900475705.1_44858_B01","AcrVA5;AcrIIIB1;AcrIIA1;AcrVA2","no"
"141","no","no","GCF_900475875.1_47297_B01","AcrIIIB1;AcrVA2","no"
"142","no","no","GCF_900475925.1_46514_A01","AcrVA5;AcrIIIB1;AcrIIA1;AcrIIA15","no"
"143","no","no","GCF_900475955.1_45889_E01","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA9;AcrIIA1;AcrIIA13","no"
"144","no","no","GCF_900476015.1_50279_C02","AcrVA5;AcrIIA14;AcrIIA1","no"
"145","no","no","GCF_900608505.1_Chr_1","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA9;AcrIIA1;AcrIIA14","no"
"146","no","no","GCF_900619585.1_5448","AcrIIIB1;AcrVA5;AcrIIA1;AcrIIA14","no"
"147","no","no","GCF_900619595.1_SP444","AcrVA5;AcrIIIB1","no"
"148","no","no","GCF_900619605.1_HKU419","AcrIIIB1;AcrVA5;AcrIIA1;AcrVA2;AcrIIA15","no"
"149","no","no","GCF_900619625.1_PS006","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIA14;AcrIIA1;AcrIIA10;AcrIIA13","no"
"150","no","no","GCF_900636425.1_41800_F02","AcrIIA1;AcrIIIB1;AcrVA5;AcrIIA15","no"
"151","no","no","GCF_901482645.1_42017_F01","AcrIIIB1;AcrVA3;AcrIIA15;AcrIIA14;AcrIIA13;AcrVA5;AcrIIA1","no"
