"","acr_homology","high_condence_acr_GBA","ID","low_condence_acr_GBA","medium_condence_acr_GBA"
"GCF_002447315.1_ASM244731v1","no","no","GCF_002447315.1_ASM244731v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447335.1_ASM244733v1","no","no","GCF_002447335.1_ASM244733v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447355.1_ASM244735v1","no","no","GCF_002447355.1_ASM244735v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447375.1_ASM244737v1","no","no","GCF_002447375.1_ASM244737v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447395.1_ASM244739v1","no","no","GCF_002447395.1_ASM244739v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447415.1_ASM244741v1","no","no","GCF_002447415.1_ASM244741v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447435.1_ASM244743v1","no","no","GCF_002447435.1_ASM244743v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447455.1_ASM244745v1","no","no","GCF_002447455.1_ASM244745v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447475.1_ASM244747v1","no","no","GCF_002447475.1_ASM244747v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447495.1_ASM244749v1","no","no","GCF_002447495.1_ASM244749v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447515.1_ASM244751v1","no","no","GCF_002447515.1_ASM244751v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447535.1_ASM244753v1","no","no","GCF_002447535.1_ASM244753v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447555.1_ASM244755v1","no","no","GCF_002447555.1_ASM244755v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447575.1_ASM244757v1","no","no","GCF_002447575.1_ASM244757v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447595.1_ASM244759v1","no","no","GCF_002447595.1_ASM244759v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447615.1_ASM244761v1","no","no","GCF_002447615.1_ASM244761v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447635.1_ASM244763v1","no","no","GCF_002447635.1_ASM244763v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447655.1_ASM244765v1","no","no","GCF_002447655.1_ASM244765v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447675.1_ASM244767v1","no","no","GCF_002447675.1_ASM244767v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447695.1_ASM244769v1","no","no","GCF_002447695.1_ASM244769v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447715.1_ASM244771v1","no","no","GCF_002447715.1_ASM244771v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447735.1_ASM244773v1","no","no","GCF_002447735.1_ASM244773v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447755.1_ASM244775v1","no","no","GCF_002447755.1_ASM244775v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447775.1_ASM244777v1","no","no","GCF_002447775.1_ASM244777v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447795.1_ASM244779v1","no","no","GCF_002447795.1_ASM244779v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447815.1_ASM244781v1","no","no","GCF_002447815.1_ASM244781v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447835.1_ASM244783v1","no","no","GCF_002447835.1_ASM244783v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447855.1_ASM244785v1","no","no","GCF_002447855.1_ASM244785v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447875.1_ASM244787v1","no","no","GCF_002447875.1_ASM244787v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447895.1_ASM244789v1","no","no","GCF_002447895.1_ASM244789v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447915.1_ASM244791v1","no","no","GCF_002447915.1_ASM244791v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447935.1_ASM244793v1","no","no","GCF_002447935.1_ASM244793v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447955.1_ASM244795v1","no","no","GCF_002447955.1_ASM244795v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447975.1_ASM244797v1","no","no","GCF_002447975.1_ASM244797v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002447995.1_ASM244799v1","no","no","GCF_002447995.1_ASM244799v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002448015.1_ASM244801v1","no","no","GCF_002448015.1_ASM244801v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002448035.1_ASM244803v1","no","no","GCF_002448035.1_ASM244803v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002448055.1_ASM244805v1","no","no","GCF_002448055.1_ASM244805v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002448075.1_ASM244807v1","no","no","GCF_002448075.1_ASM244807v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002448095.1_ASM244809v1","no","no","GCF_002448095.1_ASM244809v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002448115.1_ASM244811v1","no","no","GCF_002448115.1_ASM244811v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002448135.1_ASM244813v1","no","no","GCF_002448135.1_ASM244813v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002448155.1_ASM244815v1","no","no","GCF_002448155.1_ASM244815v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002448175.1_ASM244817v1","no","no","GCF_002448175.1_ASM244817v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
"GCF_002448195.1_ASM244819v1","no","no","GCF_002448195.1_ASM244819v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrIF10;AcrIIA9;AcrIE2","no"
