"","acr_homology","high_condence_acr_GBA","ID","low_condence_acr_GBA","medium_condence_acr_GBA"
"22","no","no","GCF_001516245.2_ASM151624v2","AcrIIC5;AcrIIA1;AcrIIA14;AcrIIA15;AcrVA5","no"
"23","no","no","GCF_001516325.2_ASM151632v2","AcrIIC5;AcrIIA1;AcrIIA15;AcrIIA13;AcrVA5","no"
"24","AcrIE1|AcrIF3|AcrIE2|AcrIF12","no","GCF_001516345.1_ASM151634v1","no","no"
"25","no","no","GCF_001516365.2_ASM151636v2","AcrIIA1;AcrIIC5;AcrVA5;AcrIIA15;AcrIIA14","no"
"26","AcrIF3","no","GCF_001516385.1_ASM151638v1","no","AcrIF3;AcrIF2;AcrIE4;AcrVA5;AcrIIA15;AcrIIA1;AcrIIA14;AcrIIC5"
"27","no","no","GCF_001542795.2_ASM154279v2","AcrVA5;AcrIIC5;AcrIIA1;AcrIIA14;AcrIIA15","no"
"28","AcrIE1|AcrIF12","no","GCF_001542835.1_ASM154283v1","no","no"
"29","AcrIE1|AcrIF4|AcrIE3|AcrIF12","AcrIF4;AcrIE3","GCF_001547955.1_ASM154795v1","no","AcrIIA14;AcrIF2;AcrIIC5;AcrIIA1;AcrIF12;AcrIIA15;AcrIF4;AcrIE3;AcrIIA7;AcrVA1"
"30","AcrIF1","no","GCF_001548135.1_ASM154813v1","no","no"
"31","AcrIF6","no","GCF_001594325.2_ASM159432v2","no","AcrIIC5;AcrIIA1;AcrVA5;AcrIIA15"
"32","no","no","GCF_001606045.1_ASM160604v1","AcrIIC5;AcrIIA1;AcrIIA15;AcrVA5","no"
"33","AcrIE1|AcrIF12","no","GCF_001618925.1_ASM161892v1","no","no"
"34","AcrIE4","no","GCF_001632245.1_ASM163224v1","no","no"
"35","no","no","GCF_001679685.1_ASM167968v1","AcrIIC5;AcrIIA1;AcrIIA7;AcrIIA15;AcrIC1","no"
"36","AcrIE1|AcrIF12","no","GCF_001687285.1_ASM168728v1","no","no"
"37","no","no","GCF_001721745.1_ASM172174v1","no","AcrIIC5;AcrIIA1;AcrIIA15;AcrIIA14"
"38","no","no","GCF_001721765.1_ASM172176v1","no","AcrIIC5;AcrIIA1;AcrIIA15;AcrIIA14"
"39","no","no","GCF_001721785.1_ASM172178v1","no","AcrIIC5;AcrIIA1;AcrIIA15;AcrIIA14"
"40","no","no","GCF_001721805.1_ASM172180v1","no","AcrIIC5;AcrIIA1;AcrIIA15;AcrIIA14"
"41","no","no","GCF_001721825.1_ASM172182v1","no","AcrIIC5;AcrIIA1;AcrIIA15;AcrIIA14"
"42","no","no","GCF_001721845.1_ASM172184v1","no","AcrIIC5;AcrIIA1;AcrIIA15;AcrIIA14"
"43","AcrIE3|AcrIF4","no","GCF_001722005.2_ASM172200v2","AcrVA2;AcrIIC5;AcrIE3;AcrIF4;AcrIIA15;AcrIIA1;AcrIIA14;AcrIIA3","no"
"44","no","no","GCF_001722025.1_ASM172202v1","no","AcrIIC5;AcrIIA1;AcrIIA15;AcrIIA14"
"45","no","no","GCF_001722045.1_ASM172204v1","no","AcrIIC5;AcrIIA1;AcrIIA15;AcrIIA14"
"46","AcrIE1|AcrIF12","no","GCF_001750705.1_ASM175070v1","no","no"
"47","no","no","GCF_001792835.1_ASM179283v1","no","AcrIIC5;AcrVA5;AcrIIA1;AcrIIA15;AcrIF12"
"48","no","no","GCF_001792855.1_ASM179285v1","no","AcrIIC5;AcrVA5;AcrIIA1;AcrIIA15;AcrIF12;AcrIIA7;AcrVA1;AcrIE5"
"49","AcrIE1|AcrIF3|AcrIF5","no","GCF_001792875.1_ASM179287v1","no","no"
"50","no","no","GCF_001870265.1_ASM187026v1","no","AcrIIC5;AcrVA5;AcrIIA1;AcrIIA15;AcrIF12;AcrIIA7;AcrIIA14;AcrVA1"
"51","AcrIF11","no","GCF_001874465.1_ASM187446v1","no","no"
"52","no","no","GCF_001900195.1_ASM190019v1","AcrIIC5;AcrIIA1;AcrIIA15;AcrVA5","no"
"53","no","no","GCF_001900225.1_ASM190022v1","AcrIIC5;AcrIIA1;AcrIIA15;AcrVA5","no"
"54","no","no","GCF_001900265.1_ASM190026v1","AcrIIC5;AcrVA5;AcrIIA15;AcrIIA1","no"
"55","no","no","GCF_002075065.1_ASM207506v1","no","AcrIIC5;AcrIIA1;AcrIIA15;AcrIIA14"
"56","AcrIE3|AcrIF4|AcrIE4","no","GCF_002085605.1_ASM208560v1","no","no"
"57","AcrIF6","no","GCF_002192495.1_ASM219249v1","no","no"
"58","AcrIE3","no","GCF_002205335.1_ASM220533v1","no","AcrVA5;AcrIIC5;AcrIIA1;AcrIIA14;AcrIIA7;AcrIE3;AcrIIA15"
"59","AcrIE1|AcrIF12","no","GCF_002208645.1_ASM220864v1","no","no"
"60","no","no","GCF_002215345.1_ASM221534v1","no","AcrIIC5;AcrIIA1;AcrIIA15;AcrIF12;AcrIIA3;AcrIIA14"
"61","no","no","GCF_002223805.1_ASM222380v1","AcrIIC5;AcrIIA1;AcrIIA14;AcrIIA15;AcrIIA7","no"
"62","AcrIE1|AcrIF12","no","GCF_002237405.1_ASM223740v1","no","no"
"63","AcrIE1|AcrIF12","no","GCF_002237425.1_ASM223742v1","no","no"
"64","AcrIE1|AcrIF12","no","GCF_002287725.2_ASM228772v2","no","no"
"65","no","no","GCF_002442855.1_ASM244285v1","AcrIIC5;AcrIIA1;AcrIIA15","no"
"66","no","no","GCF_002753655.1_ASM275365v1","AcrIIC5;AcrIIA1;AcrIIA15;AcrIIA3","no"
"67","AcrIE1|AcrIF3|AcrIF7|AcrIF12","no","GCF_002812825.1_ASM281282v1","no","AcrIF3;AcrIF2;AcrIE4;AcrIIC5;AcrIIA1;AcrVA5;AcrIF12;AcrIIA15;AcrIIA14"
"68","AcrIE1|AcrIF3|AcrIF7|AcrIF12","no","GCF_002812845.1_ASM281284v1","no","AcrIF3;AcrIF2;AcrIE4;AcrIIC5;AcrIIA1;AcrVA5;AcrIF12;AcrIIA15;AcrIIA14"
"69","AcrIE1|AcrIF3|AcrIF5","no","GCF_002812865.1_ASM281286v1","no","no"
"70","AcrIE1|AcrIF3|AcrIF5","no","GCF_002812885.1_ASM281288v1","no","no"
"71","no","no","GCF_002946935.1_ASM294693v1","AcrIIC5;AcrIIA14;AcrIIA1;AcrIIA15;AcrIIA7;AcrVA5","no"
"72","no","no","GCF_002968515.1_ASM296851v1","AcrIIA1;AcrIIA15;AcrIIC5","no"
"73","AcrIE1|AcrIF12","no","GCF_002968585.1_ASM296858v1","no","no"
"74","AcrIF6","no","GCF_002968655.1_ASM296865v1","no","no"
"75","AcrIE1|AcrIF3|AcrIF5","no","GCF_002968695.1_ASM296869v1","no","AcrIIA1;AcrIF12;AcrIIA15;AcrIIA3;AcrIIC5;AcrIE1;AcrIF3;AcrIF5"
"76","AcrIF5|AcrIF3","no","GCF_002968955.1_ASM296895v1","no","no"
"77","no","no","GCF_002997005.1_ASM299700v1","AcrIIA15;AcrIF12;AcrIIA1;AcrIIC5;AcrVA1;AcrIIA7;AcrIIA14;AcrVA5","no"
"78","AcrIE4|AcrIF3|AcrIF5","no","GCF_003025345.2_ASM302534v2","AcrIIC5;AcrIIA1;AcrIIA15;AcrVA4;AcrIE4;AcrIF3;AcrIF5","no"
"79","AcrIE1|AcrIE3|AcrIF12","no","GCF_003028335.1_ASM302833v1","no","no"
"80","AcrIF6","no","GCF_003060845.1_ASM306084v1","no","no"
"81","AcrIF1","no","GCF_003073615.1_ASM307361v1","no","AcrIF12;AcrIIA15;AcrIIA1;AcrIF1;AcrIIC5;AcrIIA3"
"82","AcrIE4","no","GCF_003073735.1_ASM307373v1","no","no"
"83","AcrIE1|AcrIF3|AcrIF12","AcrIF2;AcrIE4;AcrIF3","GCF_003073795.1_ASM307379v1","no","AcrIIA14;AcrIIA1;AcrIIA15;AcrIF12;AcrIIA7;AcrIIA3;AcrIIC5"
"84","AcrIE1|AcrIF3|AcrIF4|AcrIE3|AcrIF12","no","GCF_003073895.1_ASM307389v1","no","no"
"85","no","no","GCF_003193645.1_ASM319364v1","no","AcrIIA14;AcrIIA1;AcrIIA15;AcrVA1;AcrIIC5"
"86","AcrIE1|AcrIF3|AcrIF12","AcrIF2;AcrIE4;AcrIF3","GCF_003194245.1_ASM319424v1","no","AcrIIA1;AcrIIA15;AcrIIA14;AcrIIA3;AcrIIC5"
"87","AcrIE3","no","GCF_003204335.1_ASM320433v1","no","AcrIIC5;AcrIE3;AcrIIA1;AcrIF12;AcrIIA15;AcrIIA3"
"88","AcrIE1|AcrIF12","no","GCF_003206535.1_ASM320653v1","no","AcrIIA1;AcrIIA15;AcrIF12;AcrIIA3;AcrIIC5"
"89","no","no","GCF_003288335.1_ASM328833v1","AcrIIA1;AcrIIA15","no"
"90","AcrIF3","no","GCF_003288355.1_ASM328835v1","no","no"
"91","AcrIE1|AcrIF12","no","GCF_003319235.1_ASM331923v1","no","no"
"92","AcrIF2|AcrIE4","no","GCF_003369755.1_ASM336975v1","no","no"
"93","AcrIF3|AcrIE1|AcrIF12","no","GCF_003411785.2_ASM341178v2","no","no"
"94","no","no","GCF_003429205.1_ASM342920v1","AcrIIC5;AcrIIA1;AcrIIA7;AcrVA1;AcrIIA15;AcrVA5;AcrIIIB1;AcrIIA13","no"
"95","AcrIE2|AcrIF3","no","GCF_003433235.1_ASM343323v1","no","no"
"96","no","no","GCF_003571505.1_ASM357150v1","AcrIIA14;AcrIIA13;AcrVA5;AcrIF12;AcrIIA1;AcrIIA15;AcrIIA7;AcrIIC5","no"
"97","AcrIE3","no","GCF_003571805.1_ASM357180v1","no","AcrIIA3;AcrIE3;AcrIIC5;AcrIIA1;AcrIF12;AcrIIA15;AcrIF3"
"98","no","no","GCF_003626935.1_ASM362693v2","no","AcrIIC5;AcrIIA1;AcrIIA15;AcrIIA14;AcrIIA3;AcrIIA7;AcrVA1;AcrIF2"
"99","no","no","GCF_003713085.1_ASM371308v1","no","AcrIIA14;AcrVA5;AcrIIA15;AcrIIA1;AcrIIC5;AcrIF2;AcrIIA3"
"100","no","no","GCF_003716765.1_ASM371676v1","no","AcrIIA3;AcrIIA14;AcrVA5;AcrIIA15;AcrIIA1;AcrIIC5"
"101","AcrIE1|AcrIF12","no","GCF_003798105.1_ASM379810v1","AcrIIC5;AcrIIA1;AcrIIA7;AcrIIA15;AcrIIA14;AcrIIA3","no"
"102","no","no","GCF_003798125.1_ASM379812v1","AcrIIC5;AcrIIA1;AcrVA5;AcrIIA15;AcrIIA7","no"
"103","no","no","GCF_003798145.1_ASM379814v1","no","AcrIIC5;AcrIIA1;AcrIIA14;AcrIF12;AcrIIA15;AcrVA5"
"104","AcrIE1|AcrIF12","no","GCF_003812165.1_ASM381216v1","no","no"
"105","AcrIE3|AcrIF4","no","GCF_003812885.1_ASM381288v1","no","no"
"106","no","no","GCF_003813025.1_ASM381302v1","AcrIE5;AcrIIA3;AcrIIC3;AcrIIC2;AcrVA5;AcrIIA14;AcrIIA15;AcrIIA7;AcrIIA1;AcrIIC5","no"
"107","no","no","GCF_003950015.1_ASM395001v1","AcrIIC5;AcrIIA1;AcrIIA14;AcrIIA15;AcrVA5;AcrIF12;AcrIF14","no"
"108","no","no","GCF_003950235.1_ASM395023v1","no","AcrIIC5;AcrIIA3;AcrIIA14;AcrVA5;AcrIIA15;AcrIIA1;AcrVA1;AcrIIA7;AcrIF2"
"109","no","no","GCF_003950255.1_ASM395025v1","no","AcrIIA1;AcrIIA7;AcrVA1;AcrIIA15;AcrVA5;AcrIIA14;AcrIIA3;AcrIIC5"
"110","no","no","GCF_003952285.1_ASM395228v1","no","AcrIIA1;AcrIIA15;AcrVA5;AcrIIA14;AcrIIA7;AcrVA1;AcrIF2;AcrIIC5"
"111","no","no","GCF_003952305.1_ASM395230v1","no","AcrIIA3;AcrIIA14;AcrVA5;AcrIIA15;AcrIIA1;AcrIIC5"
"112","no","no","GCF_003952325.1_ASM395232v1","no","AcrIIA3;AcrIIA14;AcrVA5;AcrIIA15;AcrIIA1;AcrIF2;AcrIIA7;AcrVA1;AcrIIC5"
"113","no","no","GCF_003991465.1_ASM399146v1","no","AcrIIA1;AcrIIA15;AcrVA5;AcrIIA14;AcrIIA3;AcrIIC5;AcrIIA7;AcrVA1"
"114","no","no","GCF_004355125.1_ASM435512v1","AcrIIC5;AcrIF2;AcrIIA15;AcrIIA1;AcrIIA14","no"
"115","no","no","GCF_004355145.1_ASM435514v1","AcrIIC5;AcrIIA1;AcrVA5;AcrIIA15","no"
"116","no","no","GCF_005305005.1_ASM530500v1","no","AcrIIC5;AcrVA5;AcrIIA1;AcrIIA15;AcrIC1"
"117","AcrIE1|AcrIF12","no","GCF_006364795.1_ASM636479v1","no","AcrIIA3;AcrIIA15;AcrIIA1;AcrIIA14;AcrIIA7;AcrIIC5"
"118","AcrIF3|AcrIE1|AcrIF12","no","GCF_006704595.2_ASM670459v2","no","no"
"119","no","no","GCF_006971785.1_ASM697178v1","AcrIIC5;AcrIIA1;AcrIF12;AcrIIA15;AcrIIA9;AcrIIA7;AcrIIA3","no"
"120","AcrIE2","no","GCF_007559065.1_ASM755906v1","AcrIIC5;AcrIIA1;AcrIIA15;AcrIIA7;AcrVA1;AcrIIA3","no"
"121","AcrIF3","no","GCF_007559085.1_ASM755908v1","no","AcrIIC5;AcrIIA1;AcrIIA7;AcrIIA15;AcrIIIB1;AcrIF2;AcrIE4;AcrIF3;AcrVA1"
"122","no","no","GCF_007559105.1_ASM755910v1","AcrIIC5;AcrVA5;AcrIIA1;AcrIIA15","no"
"123","AcrIF2|AcrIE4","no","GCF_008033725.1_ASM803372v1","AcrIIC5;AcrIIA1;AcrIIA15;AcrVA5;AcrIIA14;AcrIF2;AcrIE4","no"
"124","AcrIF2|AcrIE4","no","GCF_008033745.1_ASM803374v1","AcrIIC5;AcrIIA1;AcrIIA15;AcrIIA14;AcrIF2;AcrIE4","no"
"125","AcrIF2|AcrIE4","no","GCF_008033765.1_ASM803376v1","AcrIIC5;AcrVA5;AcrIIA1;AcrIIA15;AcrIIA14;AcrIF2;AcrIE4","no"
"126","AcrIE2|AcrIF3|AcrIE4|AcrIF2|AcrIF6","no","GCF_008195485.1_ASM819548v1","no","AcrIIC5;AcrIIA1;AcrVA1;AcrIIA7;AcrIIA14;AcrIE2;AcrIF3;AcrIF2;AcrIE4;AcrIIA15;AcrVA5"
"127","no","no","GCF_008245185.1_ASM824518v1","AcrIIC5;AcrIIA1;AcrIIA15;AcrIIA14;AcrVA5","no"
"128","AcrIE1|AcrIF12","no","GCF_008705235.1_ASM870523v1","no","no"
"129","AcrIF3|AcrIF5","no","GCF_009497675.1_ASM949767v1","no","no"
"130","AcrIE3|AcrIF4","no","GCF_009662315.1_ASM966231v1","no","no"
"131","no","no","GCF_009664165.1_ASM966416v1","AcrIIC5;AcrIIA1;AcrIF12;AcrIIA15;AcrIIA7","no"
"132","AcrIE1|AcrIF3|AcrIF12","AcrIF2;AcrIE4;AcrIF3","GCF_009676765.1_ASM967676v1","no","AcrIIC5;AcrIIA1;AcrIF12;AcrIIA15;AcrIIC1;AcrIIA14;AcrIIA7;AcrVA1;AcrIIA3"
"133","AcrIE1|AcrIF3|AcrIF12","AcrIF2;AcrIE4;AcrIF3","GCF_009676785.1_ASM967678v1","no","AcrIIC5;AcrIIA1;AcrIF12;AcrIIA15;AcrIIC1;AcrIIA14;AcrIIA7;AcrVA1;AcrIIA3"
"134","AcrIE1|AcrIF12","no","GCF_009676885.1_ASM967688v1","no","no"
"135","AcrIE3","no","GCF_009720425.1_ASM972042v1","no","no"
"136","no","no","GCF_009867055.1_ASM986705v1","AcrIIC5;AcrIIA1;AcrIIA15","no"
"137","no","no","GCF_009905195.1_ASM990519v1","AcrIIC5;AcrIIA1;AcrVA5;AcrIIA15","no"
"138","no","no","GCF_009911735.1_ASM991173v1","AcrIIC5;AcrIIA1;AcrIIA14;AcrVA5;AcrIIA15","no"
"139","AcrIF5|AcrIF3|AcrIE1","no","GCF_011045375.1_ASM1104537v1","AcrIIC5;AcrIIA1;AcrIIA15;AcrIF3;AcrIF12;AcrIE1;AcrIF5","no"
"140","AcrIF3|AcrIE1|AcrIF12","no","GCF_011466835.1_ASM1146683v1","no","no"
"141","no","no","GCF_012276675.1_ASM1227667v1","AcrIIC5;AcrIIA15;AcrIIA1","no"
"142","AcrIE1|AcrIF12","no","GCF_012971705.1_ASM1297170v1","no","no"
"143","no","no","GCF_013201115.1_ASM1320111v1","AcrIIA14;AcrIF12;AcrIIA15;AcrIIA1;AcrIIA7;AcrVA1;AcrIIC5;AcrIIA3","no"
"144","no","no","GCF_013255565.1_ASM1325556v1","AcrIIA15;AcrIF12;AcrIIA1;AcrIIC5;AcrIIA7","no"
"145","no","no","GCF_013260445.1_ASM1326044v1","no","AcrIIC5;AcrIIA1;AcrIIA7;AcrIIA15;AcrIIA14"
"146","AcrIF3|AcrIE2","no","GCF_013305645.2_ASM1330564v2","no","AcrIIC5;AcrIIA1;AcrIIA14;AcrIIA15;AcrIE2;AcrIF3;AcrIIA3;AcrIE5"
"147","no","no","GCF_013341295.1_ASM1334129v1","AcrIIC5;AcrIIA1;AcrIIA15;AcrIIA14;AcrIIIB1","no"
"148","AcrIE1|AcrIF12","no","GCF_013343315.1_ASM1334331v1","no","no"
"149","AcrIE1|AcrIF12","no","GCF_013343335.1_ASM1334333v1","no","AcrIIC5;AcrIIA14;AcrIIA15;AcrIF12;AcrIIA1;AcrIIA7;AcrVA5"
"150","no","no","GCF_013343355.1_ASM1334335v1","AcrIIC5;AcrIIA1;AcrIIA15","no"
"151","no","no","GCF_013343375.1_ASM1334337v1","AcrIIA1;AcrIIA15;AcrIF12;AcrIIC5;AcrIIA3","no"
"152","no","no","GCF_013343395.1_ASM1334339v1","AcrIIC5;AcrIIA14;AcrIIA1;AcrIIA15","no"
"153","no","no","GCF_013343435.1_ASM1334343v1","AcrIIC5;AcrIIA15;AcrIIA1","no"
"154","no","no","GCF_013343455.1_ASM1334345v1","AcrIIC5;AcrIIA1;AcrIIA15","no"
"155","AcrIF12","no","GCF_013343495.1_ASM1334349v1","no","no"
"156","no","no","GCF_013343535.1_ASM1334353v1","AcrVA5;AcrIIC5;AcrIIA14;AcrIIA15;AcrIIA1","no"
"157","no","no","GCF_013343555.1_ASM1334355v1","AcrIIC5;AcrIIA1;AcrIIA15","no"
"158","AcrIE4|AcrIF2","no","GCF_013343575.1_ASM1334357v1","no","no"
"159","no","no","GCF_013347245.1_ASM1334724v1","no","AcrIF12;AcrIIA15;AcrIIA1;AcrIIC5"
"160","AcrIF12","no","GCF_013376775.1_ASM1337677v1","no","AcrIIA15;AcrIIA1;AcrIIC5"
"161","no","no","GCF_013393705.1_ASM1339370v1","no","AcrIIC5;AcrIIA1;AcrIF2;AcrIIA14;AcrIF12;AcrIIA15;AcrIIA7;AcrVA1"
"162","no","no","GCF_013395035.1_ASM1339503v1","AcrIIA1;AcrIIC5;AcrVA5;AcrIIA15","no"
"163","no","no","GCF_013467585.1_ASM1346758v1","AcrVA5;AcrIIA1;AcrIIA15;AcrIIC5","no"
"164","no","no","GCF_013467605.1_ASM1346760v1","AcrIIC5;AcrIIA1;AcrIIA15","no"
"165","no","no","GCF_014155905.1_ASM1415590v1","no","AcrIIC5;AcrIIA1;AcrIIA15;AcrVA1;AcrIF2;AcrIIA14;AcrIIA7;AcrIIC3;AcrIIC2;AcrIIA3;AcrIE5"
"166","AcrIE3","no","GCF_014467035.1_ASM1446703v1","AcrIIC5;AcrIIA1;AcrIIA15;AcrIIA7;AcrIF11;AcrIE3;AcrVA5","no"
"167","AcrIF3|AcrIF5","no","GCF_014792125.1_ASM1479212v1","no","no"
"168","no","no","GCF_015697465.1_ASM1569746v1","AcrIIC5;AcrIIA1;AcrIIA15;AcrIIA14;AcrIIA7;AcrIIA3","no"
"169","no","no","GCF_015697605.1_ASM1569760v1","AcrIIA15;AcrIIA1;AcrIIC5","no"
"170","AcrIE4|AcrIF3|AcrIF5","no","GCF_015697665.1_ASM1569766v1","no","no"
"171","AcrIE1|AcrIF3|AcrIF5","no","GCF_015832055.1_ASM1583205v1","no","no"
"172","AcrIF5|AcrIF3","no","GCF_015832075.1_ASM1583207v1","no","no"
"173","AcrIE1|AcrIF12","no","GCF_016064595.1_ASM1606459v1","no","no"
"174","no","no","GCF_016105505.1_ASM1610550v1","no","AcrIIC5;AcrIIA1;AcrIIA7;AcrIF12;AcrIIA15;AcrIIA14"
"175","no","no","GCF_016105665.1_ASM1610566v1","AcrIIC5;AcrIIA1;AcrIIA15;AcrIIA14","no"
"176","AcrIE1|AcrIF12","no","GCF_016126955.1_ASM1612695v1","no","no"
"177","AcrIF6","no","GCF_016134915.1_ASM1613491v1","no","no"
"178","no","no","GCF_016584725.1_ASM1658472v1","AcrVA5;AcrIIA15;AcrIIA1;AcrIIC5","no"
"179","AcrIF3|AcrIE2","AcrIIA13","GCF_016745115.1_ASM1674511v1","no","AcrIIC5;AcrIIA1;AcrVA1;AcrIIA7;AcrIIA14;AcrIIA15;AcrIE2;AcrIF3;AcrIIA3;AcrIE5"
"180","no","no","GCF_016745155.1_ASM1674515v1","AcrIIC5;AcrIIA7;AcrIIA1;AcrIIA14;AcrIIA15;AcrIIA3","no"
"181","AcrIE3|AcrIF4","no","GCF_016745175.1_ASM1674517v1","AcrVA1;AcrIIA7;AcrIIA14;AcrIIA1;AcrIIA15;AcrIE3;AcrIF4;AcrIF2;AcrIIC5;AcrVA5","no"
"182","no","no","GCF_016811975.1_ASM1681197v1","AcrIIA14;AcrVA5;AcrIIA1;AcrIIA15;AcrIIA7;AcrIIC5","no"
"183","no","no","GCF_016925455.1_ASM1692545v1","no","AcrIIA14;AcrIF2;AcrIIA3;AcrVA5;AcrIIA15;AcrIIA1;AcrVA1;AcrIIA7;AcrIIC5"
"184","no","no","GCF_016925475.1_ASM1692547v1","no","AcrIIA14;AcrIF2;AcrIIA3;AcrVA5;AcrIIA15;AcrIIA1;AcrVA1;AcrIIA7;AcrIIC5"
"185","AcrIF6","no","GCF_017378395.1_ASM1737839v1","AcrIIA1;AcrIIA3;AcrIIC5;AcrIIA15;AcrVA5;AcrIIA14;AcrIF6","no"
"186","AcrIF6","no","GCF_017378475.1_ASM1737847v1","AcrIIA1;AcrIIA3;AcrIIC5;AcrIIA15;AcrVA5;AcrIIA14;AcrIF6","no"
"187","no","no","GCF_017900915.1_ASM1790091v1","AcrIIC5;AcrIIA1;AcrIIA15","no"
"188","AcrIF5|AcrIF3","AcrIE4;AcrIF3;AcrIF5","GCF_018141565.1_ASM1814156v1","no","AcrIIC5;AcrIIA1;AcrIIA15;AcrIF14"
"189","AcrIF3|AcrIF5","AcrIF3;AcrIF5;AcrIE4","GCF_018141625.1_ASM1814162v1","no","AcrIIA1;AcrIIC5;AcrIIA15"
"190","AcrIF3|AcrIF5","AcrIE4;AcrIF3;AcrIF5","GCF_018141645.1_ASM1814164v1","no","AcrIIA1;AcrIIA15;AcrIIC5"
"191","no","no","GCF_018279245.1_ASM1827924v1","no","AcrIIC5;AcrIIA7;AcrIIA1;AcrIF12;AcrIIA15"
"192","no","no","GCF_018279265.1_ASM1827926v1","no","AcrVA5;AcrIF2;AcrIIA7;AcrVA1;AcrIIA14;AcrIIC5;AcrIIA1;AcrIIA15;AcrIF12"
"193","no","no","GCF_018279285.1_ASM1827928v1","no","AcrIIA1;AcrIF12;AcrIIA15;AcrIIA7;AcrIIC5"
"194","no","no","GCF_018409365.1_ASM1840936v1","AcrVA5;AcrIIC5;AcrIIA1;AcrIIA15;AcrIIA14","no"
"195","AcrIF4|AcrIE3","no","GCF_018448985.1_ASM1844898v1","no","AcrIIC5;AcrIIA1;AcrIF12;AcrIIA15;AcrIIA7;AcrIF4;AcrIE3"
"196","no","no","GCF_018598285.3_ASM1859828v3","no","AcrIIC5;AcrVA5;AcrIIA13;AcrIIA14;AcrIIA15;AcrIIA7;AcrIE3;AcrIF12;AcrIIA1"
"197","AcrIF7","no","GCF_018986715.1_ASM1898671v1","no","no"
"198","no","no","GCF_019378915.1_ASM1937891v1","AcrIIC5;AcrIIA1;AcrIIA15","no"
"199","AcrIF3|AcrIF5","no","GCF_019379355.1_ASM1937935v1","no","no"
"200","AcrIE1|AcrIF12","no","GCF_019434075.1_ASM1943407v1","no","no"
"201","no","no","GCF_019434095.1_ASM1943409v1","no","AcrIIC5;AcrIIA1;AcrIIA15;AcrVA5;AcrIIA14;AcrIIIB1"
"202","AcrIF5|AcrIF3","no","GCF_019434235.1_ASM1943423v1","no","no"
"203","no","no","GCF_019466095.1_ASM1946609v1","AcrIIC5;AcrVA5;AcrIIA1;AcrIIA15","no"
"204","no","no","GCF_019466145.1_ASM1946614v1","AcrIIC5;AcrIIA1;AcrIIA15","no"
"205","AcrIF5|AcrIF3|AcrIE2|AcrIE4","no","GCF_019710495.1_ASM1971049v1","no","no"
