"","acr_homology","high_condence_acr_GBA","ID","low_condence_acr_GBA","medium_condence_acr_GBA"
"25","no","no","GCF_003010675.1_ASM301067v1","AcrIIA15;AcrIIA14;AcrIIA1;AcrIIA7","no"
"26","no","no","GCF_003296225.1_ASM329622v1","AcrIIA15;AcrIIA7;AcrIIA1;AcrIIC1;AcrIIA14;AcrIIA9","no"
"27","no","no","GCF_003522845.1_ASM352284v1","AcrIIA15;AcrIIA1","no"
"28","no","no","GCF_003812385.1_ASM381238v1","AcrIIIB1;AcrIIA14;AcrIF14;AcrIIA1;AcrIIA15","no"
"29","no","no","GCF_005518095.1_ASM551809v1","no","AcrIIIB1;AcrVA5;AcrIIA15;AcrIIC3;AcrIIA14;AcrIIA1"
"30","no","no","GCF_006385075.1_ASM638507v1","AcrIIA1;AcrIIA7;AcrIIA15;AcrIIA9;AcrIIA14;AcrIIC1","no"
"31","no","no","GCF_008931365.1_ASM893136v1","no","AcrVA5;AcrIIA15;AcrIIA7;AcrIIA14"
"32","no","no","GCF_009035845.1_ASM903584v1","AcrIIA15;AcrIIA9;AcrIIA14;AcrVA1;AcrIE7;AcrIIA1","no"
"33","no","no","GCF_009497995.1_ASM949799v1","AcrIIA15;AcrIIA7;AcrIIA14","no"
"34","no","no","GCF_009740145.1_ASM974014v1","AcrIIA15","no"
"35","no","no","GCF_009759685.1_ASM975968v1","AcrIIA15;AcrIIA14;AcrIIA1;AcrIIA9;AcrVA1;AcrIE7","no"
"36","no","no","GCF_012931605.1_ASM1293160v1","AcrIIA15;AcrIIA14;AcrIIA1;AcrVA5","no"
"37","no","no","GCF_012934905.1_ASM1293490v1","no","AcrIIA15;AcrIIC3;AcrIIA1;AcrIIIB1;AcrIIA14"
"38","no","no","GCF_012935005.1_ASM1293500v1","no","AcrIIA15;AcrIIA6;AcrIIIB1;AcrIIA1"
"39","AcrIIA7","no","GCF_012935125.1_ASM1293512v1","no","no"
"40","no","no","GCF_013377175.1_ASM1337717v1","AcrIIA1;AcrVA3;AcrIIA15;AcrVA1;AcrIIC2;AcrIIA14","no"
"41","no","AcrVA3;AcrIIA15;AcrIIA14","GCF_014159355.1_ASM1415935v1","no","AcrIIA15;AcrIIA14"
"42","no","no","GCF_014322245.1_ASM1432224v1","AcrIIA1;AcrIIA15;AcrIIA14;AcrVA5","no"
"43","no","no","GCF_014672755.1_ASM1467275v1","AcrIIA1;AcrIIA14;AcrIIA15;AcrIE7;AcrVA1;AcrIIA9","no"
"44","no","no","GCF_014874575.1_ASM1487457v1","no","AcrIIC3;AcrIIA14;AcrIIA15;AcrVA2;AcrIIA1"
"45","no","no","GCF_015910475.1_ASM1591047v1","AcrIIA15;AcrIIA14;AcrIIA9","no"
"46","no","no","GCF_016127515.1_ASM1612751v1","AcrIIA7;AcrIIA15;AcrIIA9;AcrIIC1;AcrIIA14;AcrIIA1","no"
